,content,,,,,,,,,,,,,
835,광대 하나도 안무서움 ㅇㅅㅇ,,,,,,,,,,,,,
836,클레멘타인 안봤는데 이거보다는 재미있을것같음,,,,,,,,,,,,,
837,공포영화를 가장한 청소년 성장드라마...ㅜㅜ,,,,,,,,,,,,,
838,핵노잼..0점없어서아쉬움,,,,,,,,,,,,,
839,이렇게 잘만든 공포영화를 보고 무슨 내용인지 모르겠다느니 포커싱이 사방으로 중구난방이라느니ㅋㅋㅋ어렸을때 나또한 갖고있었던 내면의 공포심이 다시금 떠오르면서 영화에 몰입하게되는 스토리 좋은 호러물. 단점은 여주가 너무...,,,,,,,,,,,,,
840,처음에 좀 잔인해서 놀랐는데 갈수록 그냥 떡잎마을 방범대 느낌ㅋㅋㅋ 그냥 짱구 극장판 같았음... 극장판 실사화?,,,,,,,,,,,,,
841,삐에로를 이렇게 무섭게 만드다니..,,,,,,,,,,,,,
842,좀 무섭긴 하지만 재미있었어요,,,,,,,,,,,,,
843,에나멜보다 무서움..,,,,,,,,,,,,,
844,여자친구랑 봤는데 괜찮았습니다 다소 .. 잔인한구 나오긴했는데 미스트만큼은 떨어네요 ㅋ,,,,,,,,,,,,,
845,우오와아아개꿀잼이에용,,,,,,,,,,,,,
846,잘봤어요~~ 잘봤어요~~,,,,,,,,,,,,,
847,재밌게 잘봤습니당 ㅎㅎ,,,,,,,,,,,,,
848,전체 평점 높여주려고 10점. 공포 영화로는 뻔한 듯해도 약심장인 내 기준에선 쫄깃하게 볼 만한 영화. 무엇보다 삶에 대항하는 비유적인 메시지로 받아들이기에 좋았다.,,,,,,,,,,,,,
849,박평식 저건 저렇게 감상평 쓰면 지가 무슨 대단한 놈이라도 되는줄 착각하고있네,,,,,,,,,,,,,
850,공포  스릴러  정말 이런영화 처음이다  지루함이 없고 2시간 금방지나간다,,,,,,,,,,,,,
851,"와.. 광대한테 반했어요.. 제가 무서운거 보면 토할정도로 잘 못보는데 진짜 광대 간지 철철흐르고 사악하게 생겨서 무서운 상황에서 광대가 등장하면 마음이 놓이더라구요.. 마지막에 ""fear""하고 퇴장할...",,,,,,,,,,,,,
852,내가 본 영화중에 제일 돈아깝고 시간아까운 영화..--,,,,,,,,,,,,,
853,그저 무서운 공포영화라기 보다는 주인공들이 가장 무서워하는 것들로 변한다는 것이 신기했다. 그리고 본인들이 가장 무서워하는 것을 이겨나가는 모습들 마지막에 조지에게 총을 겨눌때 마음이 아팠다...,,,,,,,,,,,,,
854,그것  조조로보고왔습니다어린애들 나오길래 좀 선한 공포영환줄알았는데잔인한장면과 무서운장면이많더라구요신선했고 아주 잘봤습니다배우들 특히 삐에로역할과 아역들 연기가  상당합니다... 소름돋네요,,,,,,,,,,,,,
855,갑자기 툭~~공포보다 음향과 갑툭이 거의 차지해서 솔찍 화나더라구요.평점은 ..뭘보고 왔는지...제 개인생각 입니다만..,,,,,,,,,,,,,
856,모든 혐오를 드러낸 뜬금없는 로맨스 영화,,,,,,,,,,,,,
857,...미국판 장산범?,,,,,,,,,,,,,
858,준내 재밋다 올해 들어 아니 내 인생에서 최고의 영화였다 꼭 봐라 다들 꼭 봐라..나만 돈 날릴 순 없으니까..,,,,,,,,,,,,,
859,무섭진않고 재미있습니다,,,,,,,,,,,,,
860,짜증난다 돈아깝다 끝 ㅡㅡ,,,,,,,,,,,,,
861,광대 이마 졸라넓어서 때리고싶음,,,,,,,,,,,,,
862,재미 조따시도 없음 완전 비추,,,,,,,,,,,,,
863,평점 낮은 이유는 아마 너무 공포를 기대했거나 어린아이들이 주인공이어서 그런 것 같다. 한마디로 말해서 웰메이드의 종합선물세트!!! 그런 것 있지 않나? 허름한 맛집에 들어갔는데 먹어보니 존맛!이런 느낌!rotten...,,,,,,,,,,,,,
864,스토리 작품성있는 공포영화!,,,,,,,,,,,,,
865,복잡하지 않고 간결하다. 성장 영화의 감성을 지키려고 공포의 수위를 조절하지 않은 것도 적절했다. 그리고 박평식... 넌 평론질 하지마라. '그냥 둬도 잘 큰다' 이게 말이야,,,,,,,,,,,,,
866,재미없다는 애들은 애나벨같은 제임스완 3류공포나 쳐봐라,,,,,,,,,,,,,
867,누구나 공감하는 최고의 공포영화,,,,,,,,,,,,,
868,진짜... 내 머리가 큰 걸 수 있는데 너무 유치하고 동네 꼬마애들 모아놓고 뭐 하는건지.. 보는내내 앞뒤 안 맞는 상황 많아서 실소 5번 했어요,,,,,,,,,,,,,
869,돈을 받아야 할 영화. 보면 호구 인증,,,,,,,,,,,,,
870,뭘 보여주고자하는지 모르겠다,,,,,,,,,,,,,
871,진짜 재밌고 무서울줄알았는데 구라안치규 재미1도없고 무섭긴 개뿔이 그냥애들이 무서워할만한영화인거같다 중간에깜짝놀래키는부분이많은데 하나도안놀랐다 살면서 이렇게 안무서운 공포영화는 처음이다 내가 영화는 다좋아하는데 이영...,,,,,,,,,,,,,
872,정말 재미 없고 무섭지도 않고광대도 중딩애기들한테 매타작좀 맞으니 별거없네요저도 친구들 모아서 파티짜면 솔직히 쳐바를듯 ㅇㅈ?,,,,,,,,,,,,,
873,뭔가 많이 섞여 있는 듯한 느낌 ㅋㅋㅋㅋ 어이없는 웃음 ㅎ,,,,,,,,,,,,,
874,보는 내내 실소와 하품만 나왔다,,,,,,,,,,,,,
875,역대 최고의 하이틴 스릴러,,,,,,,,,,,,,
876,오전 10시 영화 보고 온 사람인데요 아니 누가 안 무섭대 어 일단 두시간이 넘어서 좀 지치긴 했지만요 왜 이렇게 혹평받는지 잘 모르겠어요 초반부엔 좀 쓸데없는 장면이 많긴 했지만... 그렇게 쓰레기 영화 아닙니다 ...,,,,,,,,,,,,,
877,지루할틈이 없던 영화 조금 잔인한 장면이 많이 나왔다 ㅠㅠ그래도 스토리가 좋았던 영화,,,,,,,,,,,,,
878,15세라는게 믿기지않았던...잔인하고 기괴한 장면이 꽤 많습니다 적절한 웃음도 섞여있었던 영화!,,,,,,,,,,,,,
879,좋았다 좋았다 이런 영화가 좋았다,,,,,,,,,,,,,
880,몇몇 장면에서 많이놀랬으나 생각보다 재밌었고 어릴때 무서워했던 다른대상이 떠오르는것같았다,,,,,,,,,,,,,
881,난재밌게봤다웃긴장면도많음,,,,,,,,,,,,,
882,공포영화 인데도 재밌게 봤네요 ㅎㅎ,,,,,,,,,,,,,
883,무서워지고 싶다는 이유만으로 공포영화를 보는 건 아니니까.,,,,,,,,,,,,,
884,무서우면서 중간중간 재밌는 장면이 나와 재밌게 봤습니다,,,,,,,,,,,,,
885,진짜 난생처음 써보는 댓글이지만 너무했다.. 제일 볼만하던게 여자주인공 이쁘다는것이고 초반에만 볼만했고 중반부에서는 그저 웃음만 나오더라.. 끝나고 나오면서 나만 겁나 유치한줄 알았는데 다른사람들도 이것이 뭐가 재밌...,,,,,,,,,,,,,
886,공포영화 영화관에서 자주 보는 편인데 재밌다고 느낀 공포영화는 이게 처음!!! 약간 잔혹동화 느낌의 공포영화? 너무너무 재밌게 몰입해서 봤습니다. 2편 나오면 보러갈거에요 근데 좀 호불호 갈리는듯요 같이 본 일행은 ...,,,,,,,,,,,,,
887,하. 이거 무슨 하이틴 성장영화인지.. 공포영화인지.. 키스할때 웃음 터진 관람객들은 나와 같은 생각이였으리라..,,,,,,,,,,,,,
888,짐캐리 말고 조지캐리 진짜 조지 너무 귀여웡,,,,,,,,,,,,,
889,ㄹㅇ 애들 성장물인거같다 뭐 삐에로가 무섭지도않고 계속 다른내용 옴니버스식으로 이어가니까 노잼판되고 마지막 제일어이없음,,,,,,,,,,,,,
890,오랜만에 제대로된 공포영화를 본 느낌,,,,,,,,,,,,,
891,오랫만에 본  공포영화 중3인 아들과 재미있게 잘 봄,,,,,,,,,,,,,
892,공포영화를 기대하고 가면 실망 그래도 재밋음,,,,,,,,,,,,,
893,영화보는 내내 절망스러웠지만 제일 절망스러웠던건 마지막에 영화제목과 함께 뜬 문구다 진심인가?,,,,,,,,,,,,,
894,댓글 알바하지마세요 여러분 .저 처음으로 평점 쓰는대 진짜 장르가 공포인지 로맨스인지 코미디인지 모르겠구요 무서운 영화 잘보는대 장산범이무서움3이면 이건 1도안됩니다. 진짜 노잼이에요,,,,,,,,,,,,,
895,무서우면서도 매력적인 영화랄까요,,,,,,,,,,,,,
896,넘넘 재밋고 빨리 2편이 나왔으면 하는 바램 ㅎ,,,,,,,,,,,,,
897,놀래키는게 전부가 아니란걸 보여주는 영화,,,,,,,,,,,,,
898,ㅋㅋㅋ 캐릭터 구성 개오졌다. 후달리다가 빵터지다가 후달리다가 빵터지기 반복ㅋㅋㅋ 2 언제나오나 ㅋ 저한텐 공포영화 그 이상이었어요 ㅋ,,,,,,,,,,,,,
899,공포영화라기 보다는 미국 특유의 전형적인 친구우정 영화.. 친구끼리 뭉치면 어른들이 하지 못했던 것도 해낼 수 있고,,,,,,,,,,,,,
900,별로 무섭지 않았습니당,,,,,,,,,,,,,
901,완전 무섭고 웃기고 귀엽고 ㅋㅋ,,,,,,,,,,,,,
902,지난 공포영화들이  msg였다면 그것은 천연조미료같은 영화였다. 놀래킬려고 혈안이된 다른 영화들과 다르게  개개인의 공포의 원형에 대해서 생각해보게 되었고,,,,,,,,,,,,,
903,TV 판보다 훨씬 재밌다. 애들 보는 재미가 쏠쏠,,,,,,,,,,,,,
904,너무 기대를 했나... 재미없었다.,,,,,,,,,,,,,
905,진짜로 돈주고 보기에는 너무 아까워요,,,,,,,,,,,,,
906,알바가 아닌데도 10점주는건 문제있는거 아니냐..? 내가 진짜 웬만한 쓰레기영화도 서로 다른 의견 낼 수 있다고 생각했는데.. 이것만은 도저히 인정못하겠다 ㅋ 10점준애들은 뽀로로보면서도 무섭다고 펭귄공포증 생길애들...,,,,,,,,,,,,,
907,영화보다가 나온건 처음입니다 개연성이라곤 1도없네요 이걸 돈받고 상영하는게 양심이있나,,,,,,,,,,,,,
908,지금 보고 있는데 정말 1은 커녕 0.1도 안무섭고 놀라지도 않고 앞에 흰 모자 쓴 새키가 계속 혼자 놀라고 무서워서 생쇼하는 게 어이가 없는데,,,,,,,,,,,,,
909,이 영화는 죽어도 절대 보아서는 안되는 주제를 알수도 없고 공포따위는 1도없는 희대의 쓰레기같은 영화입니다. 누군가 이 영화를 안보면 평생 치킨을 못먹고 손가락 마디를 잘라서 씹어먹는다하면 한번 눈 딱 감고 봐버릴까...,,,,,,,,,,,,,
910,희대의 영화다너무 쓰레기라 댓글 첨달아본더 ㅋㅋㅋ알수 없는 장르다 진심애들은 거의 떡잎마을 방범대 ㅋㅋㅋㅋ무섭기보단 더럽기만하고 후..,,,,,,,,,,,,,
911,아..이런영화일줄이야... 아가들 귀엽네요ㅋㅋㅋ귀여워서 3점 봐줬따ㅋㅋ,,,,,,,,,,,,,
912,공포의 근원을 보여주는 작품이 아닐까 싶다,,,,,,,,,,,,,
913,쓸데없는키스신,,,,,,,,,,,,,
914,아이들의  성장드라마 호러판 극단적인 상황설정에 개연성없이 이야기를 풀어가며 뭔가 교훈이 있는척을 할려하지만 아무것도 없다 특히 마지막에 아이들이 다같이 모아서 손을긋고 맞잡으면 피의맹세를 하는것은 압건 그자체 무...,,,,,,,,,,,,,
915,이딴걸 영화라고 만들다니무섭지도않고평점높게 준애들 알바냐?진심 묻고싶다무슨 내용이 파워레인저 악당나와서 애들이 물리치는 내용이냐집에서 보기도 돈아깝다 진심으로,,,,,,,,,,,,,
916,평가 자체가 아깝다. 에효,,,,,,,,,,,,,
917,살면서 광대가 무섭다고 생각한적 없었는데 이거 보고 광대가 무서워졌다,,,,,,,,,,,,,
918,인물간의 관계도와 복선의 역할이 오묘하게 어우러져?더 재밌게 호러물을 감상할 수 있었습니다ㅋㅋ,,,,,,,,,,,,,
919,아이맥스로 공포영화를 보는건 첨인데 진짜 신세계.. 완전 실감나더라,,,,,,,,,,,,,
920,이런게 바로 웰메이드 공포 영화,,,,,,,,,,,,,
921,청각 시각의 공포만이 아니라 스토리로 공포감을 주는 영화였습니다,,,,,,,,,,,,,
922,현대적으로 공포스럽게 잘 만들었던뎅,,,,,,,,,,,,,
923,무섭긴하네요 빨리 2부도!ㅎㅎ,,,,,,,,,,,,,
924,원작을 잘 살려서 만든 영화였습니다 소설은 소설대로 영화는 영화대로 매력과 재미가 있네요^^,,,,,,,,,,,,,
925,영화 후기같은 거 보면 팝콘 날아갔다고 하는 사람들이 이해가 안갔는데 내가 팝콘 날림... 팝콘이 친구한테 떨어졌는데 옷에서 주섬주섬 먹더라...,,,,,,,,,,,,,
926,굿굿 컨저링 시리즈보다 훨씬 재밌음,,,,,,,,,,,,,
927,애기들연기 소름이였다,,,,,,,,,,,,,
928,방금 보고 나왔는데요 별로 안무서워ㅇ... 아니 누가 내바지에 노란색 페인트 뿌려놨냐?,,,,,,,,,,,,,
929,정말 빈틈없는 연기력과 흡입력 끝날때까지 긴장감과 몰입도가 장난 아니다. 이걸 7점준 사람들은 뭔가? 다음 후속작 챕터 2가 벌써 기대된다. 딱 더더말고 이 영화처럼 만들어주면 좋겠다. 오랫만에 정말 만족한 영화가 ...,,,,,,,,,,,,,
930,공포영화를 아주 즐겨보는 매니아인데 ..나름 괜찬네여 ㅎㅎ애나벨2 나 장산범보다 괜춘,,,,,,,,,,,,,
931,개인적으로 겁이 많은 저로썬 정말 무서웠음 덕분에 평소 아무생각 없던 광대에 대한 공포심이 생겼음 진짜 광대공포증이 있는거 이해가 감 그래도 영화에 대한 이해는 잘 됨 어떤걸 감독이 나타내고 싶어 하는것도 알 수 있...,,,,,,,,,,,,,
932,15세치곤 너무 쎄다.. 그래도 재밌게 봤다ㅎㅎ,,,,,,,,,,,,,
933,피의삐에로를 예전에 보고 그것을 봤는데 훨씬 더 잘만들었네요^^너무 스릴있고 긴장감 넘쳤습니다 처음으로 혼자 영화관에서 본 영화입니다 최고,,,,,,,,,,,,,
934,노..잼... 이것 이상 할 말이 없다....,,,,,,,,,,,,,
935,공포영화 잘 못보는 쫄보인데도 불구하고 너무나 잘 만든 영화라서 영화관에서 몇 번이나 더 보고싶어졌다.,,,,,,,,,,,,,
936,한편의 병맛 성장드라마.. 광대는 조연 ㅜㅜ,,,,,,,,,,,,,
937,평점 처음 남겨봄..지금 보는중인데..그냥 꼬맹이들이 보면 무서울영화?ㅡㅡ 나홀로집에서 캐빈이 지하실에서 난로? 가튼걸 무서워하던 딱 ..그 수준.,,,,,,,,,,,,,
938,신선했어요 삐에로 달려올땐 ㄷㄷㄷ 챕터2 기대되네요,,,,,,,,,,,,,
939,겟아웃이 나쁘지 않은 영화라고 느껴졌다.,,,,,,,,,,,,,
940,딱 이정도가 적당한듯싶다,,,,,,,,,,,,,
941,공포영화 웬만하면 추천 안 하는데 진짜 재밌었음! 일단 무서운 장면이 많이 나오고,,,,,,,,,,,,,
942,광대공포증이 있는데 1990년에 나온 it을 처음봤을때의 그 충격을 이번에 다시 느꼈다. 처음나온 장면들을 원작(영화)과는 반대방향으로 촬영한것도 좋았고 원작에는 나오지 않았던 설명이 필요한 부분도 나와서 좋았다. ...,,,,,,,,,,,,,
943,조온~~~~나게 재미없고 유치하다 OO ㅋㅋㅋ,,,,,,,,,,,,,
944,90년대 공포영화인줄 알았다 이것도 공포영화라고 만들었냐 근 3년 본 영화중에 제일 뻔하고 제일 재미없었음,,,,,,,,,,,,,
945,영화 속에서 나오는 캐릭터들이 하나같이 개성이 뚜렷해서 그런가? 영화 자체가 되게 신선하고 재밌었음,,,,,,,,,,,,,
946,솔직히 러닝타임이 길어서 지루할뻔도 했지만 깜짝 놀라는 부분과 유머 요소들이 꽤나 많아서 적당히 즐기면서 보기엔 좋았던거 같다,,,,,,,,,,,,,
947,진심 개빡치는 영화 무섭지도않고 재미도없고청소년 성장기드라마 따위 보는 느낌  ㅡㅡ유치함 이거 보자고한 친구새기 뚝배기 깨고싶음,,,,,,,,,,,,,
948,5:20분 메가박스에서 관람함. 전혀 무섭지 않고 관람객 누구도 소리지른 사람 없었음. 15세 관람에 초딩들이 주인공이라는 것을 감안하면 수위를 상상할 수 있을것임. 연출이랑 아역들 연기가 발군이라 재미있으나 공포영...,,,,,,,,,,,,,
949,원작보다 구림 좀억지적인 요소가많다 잔인한장면도 많이집어넣고,,,,,,,,,,,,,
950,마지막 여름을 강타 할 공포 영화,,,,,,,,,,,,,
951,단순한 호러 공포가 아니라 그런지 매력적 있던 공포영화였네요ㅎㅎ,,,,,,,,,,,,,
952,벌써 후속작 떴던데ㅋㅋㅋ 괜찮은 공포영화 시리즈물이 탄생했다,,,,,,,,,,,,,
953,영화의 분위기가 마음에 들어서 보게 된 영환데 진짜 장난 아니게 무섭고 재밌네요,,,,,,,,,,,,,
954,삐에로는 걍 가만히 있어도 무서워ㅠㅠㅠ헝,,,,,,,,,,,,,
955,귀엽고 당찬 아이들의 모험담! 두시간 내내 심장 떨리는 그 공포감은 아직도 잊을 수가 없다!,,,,,,,,,,,,,
956,귀신 나오는 공포 영화 보다 이런 공포영화가 더 무섭고 여운이 강한듯..,,,,,,,,,,,,,
957,기대했던 영환데 기대하고 봐도 잼씀 ㅋㅋ개꿀잼,,,,,,,,,,,,,
958,여자애는 엄마같애요.... 나무 성숙함...글구 어린애들인데 자꾸 성적으로 나오는것도 불쾌한,,,,,,,,,,,,,
959,잉? 아무리봐도 혐오할수준은아님,,,,,,,,,,,,,
960,공포 영화 진짜 못봐서 보면서도 너무 무서웠는데도 꼭 속편 봐야지 하는 영화는 처음이네요,,,,,,,,,,,,,
961,평점에 낚여서 봤는데 2시간 넘도록 볼만한 영화는 아니다. 별로 무섭지도 않고 그냥 퀄리티 좀 있는 B-급 영화,,,,,,,,,,,,,
962,천하의 OOO기 영화.,,,,,,,,,,,,,
963,상당히 슬픈영화다..아동학대 납치 감금 살해 성폭행 범죄에 무방비된 아이들의 현실을 그것이라는 실체에 빚대어 표현한 영화다..어른들의 욕심이 아이들을 죽게한다..나이트메어 이후로 상당한 수작이지 않았나 싶음..슬프기...,,,,,,,,,,,,,
964,감독의 의도를 전혀 모르겠다. 광대만큼이나 기괴한 내용..,,,,,,,,,,,,,
965,썸남이랑 영화보러갔다가 나도모르게 쌍욕하고 나온 영화...,,,,,,,,,,,,,
966,최악이다 정말정말 최악이다,,,,,,,,,,,,,
967,이것도 영화냐 와 결말보고 입밖에 안벌어짐캬 내가 본중 최악의 영화,,,,,,,,,,,,,
968,영화의 완성도에 비해 평점이 너무 낮네요. it 이 단순히 삐에로만을 가르키는 단어가 아니란걸 영화를 보면 알수있는데 전혀 유치하지않고 전 오히려 세련되게 느꼈어요 생각보다 많이 잔인하고 그로테스틱합니다 ㅠㅠ,,,,,,,,,,,,,
969,성장 영화 극혐이네 진짜ㅋㅋㅋ어떤 어려움을 맞닥뜨리고 교훈을 얻고 다함께 힘을 합쳐서 결국엔 어려움을 극복하는 내용 진짜식상하고 유치함 그리고 광대가 어린애들 다굴에 뒤로 기어서도망치는거 ㄹㅇ ㅋㅋ헛웃음밖에 안나오네...,,,,,,,,,,,,,
970,여태까지 본경화 노잼 베스트 5안에듬,,,,,,,,,,,,,
971,답답한 부분들 너무많다..,,,,,,,,,,,,,
972,진짜 근3년동안봤던영화중에 제일쓰레기같은영화,,,,,,,,,,,,,
973,알바생들이 10점줫냐?,,,,,,,,,,,,,
974,최악의 공포영화개연성 제로,,,,,,,,,,,,,
975,지금 상영하는 영화중 워스트 1 ~2위 다툴만한 영화 최악,,,,,,,,,,,,,
976,진짜  재미있거나 진짜 재미없으면 평을 남기려 로그인을 합니다.. 이번 경우는 진짜 재미없어서 남깁니다.. 애나벨2보다 무섭다길레 보러 갔더니.. 애나벨2 발톱의 때만큼 못따라오는 영화네요 ㅠㅠ흑흑,,,,,,,,,,,,,
977,1개는 그나마 광대이미지가 정말 무섭게 잘그려내서 주는 점수이다. 리뷰보면 좋게평가하는 글 많던데. 이는 감독이 싼 큼지막한 똥을가지고,,,,,,,,,,,,,
978,장산범에 이어 또 속았다,,,,,,,,,,,,,
979,만수르라면 보세요 10자이상은 니미,,,,,,,,,,,,,
980,와 엄청무섭진않은데 뭔가 스토리가 잘짜여져있음 재미요소도많고,,,,,,,,,,,,,
981,진짜 계속 놀래키는 장면밖에 없었음...후반은 진짜 막장; 딱히 재미없었다기보단 읭스러운 장면이 많았음..성장영화ㅇㅈ..나 무서운거 진짜 못버는데 후반엔 걍 봤음 무섭지도않고 노잼 그래도 해피엔딩인건 ㄱㅊ은듯 그스토...,,,,,,,,,,,,,
982,그냥 무서운걸 다떠나서 내용자체가 ㅂㅅ임 내용하나하나가 다 이상하고 개연성이없다..돈만 아까운영화 쓸데없이 러닝타임만 길어서 영화보다가 시계이렇게 많이본건 처음인듯 참고로 안무서워여 웃김~,,,,,,,,,,,,,
983,짱입니다재밋습니다ㅎㅎ,,,,,,,,,,,,,
984,저 공포영화 귀랑 눈막고 보는 여자인데 ㅠㅡㅠ 소리때문에 귀는 막고 봤으나 눈은 뜨고 봤어요 ㅠㅠ 솔직히 중간에 나가고싶었어요 ㅠㅠㅠㅠ저는 정말 재미없었네요 ㅠㅠㅠ,,,,,,,,,,,,,
985,정말 무슨 내용인지 알 수가 없었다 밑에 분 말처럼 보고나서 허무함만 남고 광대 개그 영화였다....,,,,,,,,,,,,,
986,중3학생인데 정말재밌게봤어요. 마치저의 이야기같기도하고요. 초등학생때 친구들과 S보드를 타고 같이놀러다니고 밤이되면 아파트지하에들어가서 담력훈련도하고 영화에나오는 뚱뚱한아이가 저랑성격이 비슷하고 나오는모습도 비슷해서...,,,,,,,,,,,,,
987,너무재밌어요 강추! 또봐야지 흐흐흐,,,,,,,,,,,,,
988,보다가 잠들었음 결국 다 안보고 나와버림 돈 아깝다 ㅅㅂ 내돈,,,,,,,,,,,,,
989,보는내내정신을못차릴정도로무서움ㅜㅜ,,,,,,,,,,,,,
990,너무너무 재밌었고 실감나네요..공포스러워요 ㅎ,,,,,,,,,,,,,
991,아장난하나 초딩대 광대의싸움 대체머가무섭다는건데 초딩에겐 잼있겠네,,,,,,,,,,,,,
992,어린이 성장영화 치고는 분위기가 좀 무섭네요,,,,,,,,,,,,,
993,공포도 코미디도아니고 미묘한영화 근데  여자얘 매력있더라,,,,,,,,,,,,,
994,무작정 공포스럽기만한 영화를 바란다면 비추하지만 탄탄한 스토리와 세계관이 돋보인 영화를 본것 같아서 10점,,,,,,,,,,,,,
995,즐겁게 잘 관람했습니다,,,,,,,,,,,,,
996,안무서움 재미없음 ㅠㅠㅠ,,,,,,,,,,,,,
997,공포영화치고 평점 나쁘지 않아서 보러갔더니 이런 ㅈ같은 영화일줄은 상상도 못했다. 내 생각엔 7광구,,,,,,,,,,,,,
998,베벌리를 보자마자 꼬마가 맞나 이 생각만했다 ;;; 어떻게 꼬마가 저런 분위기를 가질수있지?,,,,,,,,,,,,,
999,공포영화란 이런거지~ 간만에 잘 나온 공포영화~!,,,,,,,,,,,,,
1000,무서운 분위기에서 중간중간 웃긴부분도 나오고 보는내내 집중하게됨,,,,,,,,,,,,,
1001,어린이의 눈으로 보는 무서운 세상,,,,,,,,,,,,,
1002,이젠 광대 공포증 생길것같다...,,,,,,,,,,,,,
1003,진짜후회없어요 너무무섭고 재밌고 공포영화의끝이예요 진짜무서워서 남자친구손잡으려고봤더니 두손 다 지 눈이랑 귀랑 가리고있어서 각자무서움을달랬네요 하하 그리고 무슨일터지면 경찰안찾는건 우리나라나외국이나 비슷한가보다함.....,,,,,,,,,,,,,
1004,이건뭐  그냥  올해 최고의 공포영화,,,,,,,,,,,,,
1005,옆에서 소리없이 비명지르시다가 탈주하신 여성분팝콘두고 안돌아오셔서 대신 잘먹었습니다.,,,,,,,,,,,,,
1006,이영화가 살인자의 기억법 보다 평론가 점수가 높아요,,,,,,,,,,,,,
1007,못 봐주겠다. 어떤 의미로는 호러가 확실한 듯.,,,,,,,,,,,,,
1008,재밌고 적당히 공포스러움,,,,,,,,,,,,,
1009,여느 공포영화와는 차원이다른 영화!!!,,,,,,,,,,,,,
1010,우와 진짜 기대를 하고 봐서 그런지는 모르겟는데 스토리를 하나도 모르겟고 진짜 핵노잼....진짜 1점도 아까움....ㄹㅇ 이거 보면서 표정을 찌푸리면서 보게됨....,,,,,,,,,,,,,
1011,개연성 1도없고 그냥 재미없음...겁나 지루했음 이거 재밌다한사람 머임?? 나만 죽을수없다임??개 줫같네 진짜,,,,,,,,,,,,,
1012,진짜 돈내고 영화본 것중에 제일 쓰레기 감독이 코메디언이 아니라면 이런 영화가 나올수가 업다보몈 제 말이 뮤슨 말인지 이해하실거에요,,,,,,,,,,,,,
1013,예고만 보고 공포,,,,,,,,,,,,,
1014,몇년만인지 모르겟네요 보다가 나왓습니다. 네이버평점 cgv평점보고 믿고 봐도 되겟다 햇는데 뒤통수가 엄청 아프더라고요. 클레멘타인처럼 만들려는건지 ㅡㅡ 아놔,,,,,,,,,,,,,
1015,베벌리한테 반했다...,,,,,,,,,,,,,
1016,진짜 최고다 나 네이버 평점 등록 처음으로 해 봄!! 외국영화 중에도 쓰레기가 있다는 걸 알려줌으로써 나의 사대주의를 박살내 준 의미 있는 영화,,,,,,,,,,,,,
1017,평점 알바새끼들 어휴 이거뭐 맥락도 없고 재미도 없고 무섭지도 않고 사운드로 놀래키고 개노잼이다,,,,,,,,,,,,,
1018,님듲ㄴ짜 절대보지마세여 관람평좋은거 다 엿맥일라하는거임(;;; 개연성없는스토리에 존나 안무서운 인형좀비나와요;; 너무어이없어서웃억네,,,,,,,,,,,,,
1019,아이들의 공포와 그 공포를 극복하는 법을 잘 표현한 재밌는 영화,,,,,,,,,,,,,
1020,어느정도 예측이 가면서도 심장 쫄리는 그런 재미가 있었어요!갠적으론 애나벨 보다 나았음요~ 글고 아이들 귀염 ㅋㅋ,,,,,,,,,,,,,
1021,영화가 나쁘진 않는데 너무 계속 놀래켜서 계속 놀라니까 무서워야되는데 나중엔 욕이 나오더라구요 그래도 재미있었어요 나쁘진않아요 돈이 아깝지는 않아요,,,,,,,,,,,,,
1022,두려움을 이겨내는 10대 성장 미스터리물.. 무섭지는 않고 재밌다,,,,,,,,,,,,,
1023,OO진짜 학교괴담이 더재밌겠다 스토리는 당연쓰레기고 심지어 초반 1시간빼면 하나도안무섭네 마지막에 광대다굴은뭐냐ㅋㅋ 장산범이 더재밌네 ㄹㅇ,,,,,,,,,,,,,
1024,무섭지도 않고 정말 지루하게 봄,,,,,,,,,,,,,
1025,이거 보지마세요 진짜로 돈아까움,,,,,,,,,,,,,
1026,이렇게 무서운 성장 영화는 처음이다,,,,,,,,,,,,,
1027,예고편이 다인 영화.. 초딩영화,,,,,,,,,,,,,
1028,진짜 올해의 노잼....,,,,,,,,,,,,,
1029,진짜 영화시간드럽게길고 댓글알바쩔고 OO노잼 그지같다 영화관에서본게아깝고 티비에서재방해줘도안볼듯,,,,,,,,,,,,,
1030,말도안돼는 단순 귀신영화평점에속아 친구한테보러가자고 졸라서 갔다가 같이보러가자한사람한테 미안해졌음...억지로 놀라게만함,,,,,,,,,,,,,
1031,보지마세요 공포영화가아닌 그냥 괴물나오는 sf물같고; 그렇다고무섭지도않아요 갑툭튀는 다 예상하던데로 나오고 후반에 광대뚜두러패는게 어릴적 파워레인저보는줄 무서워서가아닌 유치하고재미없어서 뛰쳐나갈뻔했어요 2시간다른곳에...,,,,,,,,,,,,,
1032,ㅡ너무무섭다 남자끼리 덜덜덜 떨면서봤음,,,,,,,,,,,,,
1033,오메 옆에 남자분이 악질러서 놀래자빠질뻔 했다...,,,,,,,,,,,,,
1034,어릴때 무서움에 두려하고 벌벌떨던 내 모습이 떠올라,,,,,,,,,,,,,
1035,스티븐킹 원작이길래 신랑이랑 엄마랑 보고오라고 추천해줘서 방금 보고오셨는데 쌍욕을 먹는중 ㅜㅠ,,,,,,,,,,,,,
