,content,,,,,,,,,,,,,
672,현실성이 조금은 결여된 장면도 있었지만 에단 호크 덕에 꿈을 조금이나마 느꼈다고 고백하는 주드 로의 와 모든 것이 우월한 동생 안톤에게 “나는 뒤로 돌아갈 힘을 두지 않아서 널 이기는거야!” 하고 목이 터져라 외치는...,,,,,,,,,,,,,
673,어떠한 계급제도보다 좌절스러운 상황에 나도 우울해졌다가 주어진 상황을 받아들이지 않고 이겨내는 주인공과 주변인들이 조력자가 되는 모습에 뭉클했다,,,,,,,,,,,,,
674,,,,,,,,,,,,,,
675,빈센트,,,,,,,,,,,,,
676,과학과 기술이 아무리 발전한다 하더라도 결국 그 안에서는 차별과 편견이 생긴다.,,,,,,,,,,,,,
677,유전자는 이미 많은것을 정하게 하지만 인간은 알면서도 노력한다,,,,,,,,,,,,,
678,대단한 매력그시대에 나올수없는 저평가된 작품이다,,,,,,,,,,,,,
679,노력의 중요성. 유전적 결정론의 허구성. 앤드류 니콜적인 작품.,,,,,,,,,,,,,
680,되 돌아갈 힘을 남겨두지 않는다,,,,,,,,,,,,,
681,스토리 좋았고 재밌게 보았다,,,,,,,,,,,,,
682,인생영화의 등극한 영화 주드로가 너무 멋있다,,,,,,,,,,,,,
683,여러번봤는데도매번재미써요,,,,,,,,,,,,,
684,인생영화.감동과 교훈과 꿈을 주는 영화.과거를 돌이켜보고 또 미래를 생각하게 만든다,,,,,,,,,,,,,
685,운명론적 관점으로 보면 대단히 비극적인 영화가 아닐수가 없다. 유전자 조작,,,,,,,,,,,,,
686,최고 2019년에도 통하는 감동과 울림,,,,,,,,,,,,,
687,제 인생 영화 중 하나입니다.,,,,,,,,,,,,,
688,이 영화로 인해 용기와 희망을 봤다면,,,,,,,,,,,,,
689,DNA에 의한 차별은 합리화가 될 수 있을까?,,,,,,,,,,,,,
690,십명작엔 무조건 10점,,,,,,,,,,,,,
691,국장 피살 내용 좀 부족...;;;,,,,,,,,,,,,,
692,오늘 아일랜드 속 그 날에 이 영화가 생각났다.,,,,,,,,,,,,,
693,uyrtkjhkhj,,,,,,,,,,,,,
694,기본적으로 잘 만든 영화여서 다른 어떤 소재를 넣었어도 감동적이었을듯.. 감독이 걍 미쳣음ㄷㄷ..근데 거기에 유전자 조합 문제를 이렇게나 잘 녹였으니.. 윤리적으로 어긋남은 언젠간 표면적으로 드러나는 결과를 초래한다...,,,,,,,,,,,,,
695,최고의 영화. 빈센트의 노력을 보면서 정말 대단하다고 느꼈다.,,,,,,,,,,,,,
696,보는 순간,,,,,,,,,,,,,
697,아.아마 우주에 대한 동경은 그저 말뿐이고 성장과정에서의 콤플렉스.결핍이. 그의 인생에 댓난 태도를 만들었다. 마지막 검사하는 의사의 우주선 놓치겠어.빈센트 가장 감동적이었다.암묵적으로 도와준 이들. 좋은 영화다.,,,,,,,,,,,,,
698,주드로 ㅜㅜ... 마음아팠다,,,,,,,,,,,,,
699,꼭 봐야하는 최고의 명작 여태 본 영화중 몰입도와 긴장감 대박입니다 느끼는것도 많음 ㅠㅠ,,,,,,,,,,,,,
700,조던형님이 말씀하셨지..불가능 그것은 아무것도 아니다.,,,,,,,,,,,,,
701,잊지 않고 조만간 다시 한번 보기위해 미리 평을 남겨둔다. 9점 이상의 명작임은 가타카라는 이름만으로 충분하다.,,,,,,,,,,,,,
702,영화를 본지 10년이 넘었지만,,,,,,,,,,,,,
703,두 제롬은 각자 같은곳으로 여행을 떠나는군..,,,,,,,,,,,,,
704,11점 줘야한다 ...,,,,,,,,,,,,,
705,고전의 느낌이 잘 살아있는 영화. 늦게 본게 조금 아쉽지만 그 느낌은 좋았다.,,,,,,,,,,,,,
706,영화내용이 흥미진진하면서 잔잔해서 좋아요 !,,,,,,,,,,,,,
707,부조리한 세상에 목성을 향하여 출사표를 내던지다,,,,,,,,,,,,,
708,개인적으로 손꼽을만한 영화네요. 명대사가 난무하는듯,,,,,,,,,,,,,
709,최고..! 나를 다시 되돌아 볼 수 있었던 시간이였다.,,,,,,,,,,,,,
710,세상에는 절대 놓쳐선 안 될 것이 있다는 걸,,,,,,,,,,,,,
711,생명과학 교과서에 나온 작품이라서 봤는데... 보길 잘 했다는 생각이 드네요. 요즘 다른 영화들을 보면서 실망했던 적이 많은데,,,,,,,,,,,,,
712,가타카 내 인생 영화,,,,,,,,,,,,,
713,최고 라는 한 단어로 충분하다,,,,,,,,,,,,,
714,최고. 매년 한번씩은 다시 보는듯...,,,,,,,,,,,,,
715,대ㅡ작. 너무 슬프ㅗ 뭉클하고 재밌음.ㅠㅠ,,,,,,,,,,,,,
716,최고의 영화 추천합니다.,,,,,,,,,,,,,
717,어릴때 보고 다시 20살이 된 후 다시보니 지금까지 인생을 살아온 제 자신의 태도를 돌아보게 만드네요 돌아갈 힘을 남겨두지 않아서 동생을 이길 수 있었다던 빈센트의 대사가 가장 여운에 남네요,,,,,,,,,,,,,
718,노력이 재능을 이길 수 있기를. 꿈같은 소리지만 지금 난 꿈을꾸고 있으니까.,,,,,,,,,,,,,
719,1900년대영화들이 더좋다 2000년생이지만,,,,,,,,,,,,,
720,에단 호크,,,,,,,,,,,,,
721,볼때마다 재미있게본다.iptv 무료영화에 있어서..,,,,,,,,,,,,,
722,명작이란 단어가 아깝지 않다.,,,,,,,,,,,,,
723,20년 전에 나온 작품이다. 현대의 첨단 과학 기술과 이와 유사한 이야기에 익숙한 지금으로서는 올드하다고 느낄 수도 있고 개연성 면에서도 흠이 느껴지기도 한다. 하지만 이 영화가 뿜어내는 아우라는 여전히 매혹적이다....,,,,,,,,,,,,,
724,요즘 기본 2시간 넘는 영화에 비하면 한시간 반 정도로 비교적 짧은 러닝타임이지만 영화 2~3편 본 것 같은 감동과 몰입감 ㅜㅜ 대사 하나하나가 주옥같고 어렵지 않게 누구나 이해가능하도록 전달해주는 메시지가 좋다. ...,,,,,,,,,,,,,
725,다시 나올 수 있을까 궁금한 최고의 영화.,,,,,,,,,,,,,
726,처음으로 평점 남깁니다 꼭보세요,,,,,,,,,,,,,
727,나이를 먹고 다시보니 정말 크게 와닿는 영화. 감히 수작이라 할 수 있겠다.,,,,,,,,,,,,,
728,감동적이고 놀랍고 빈센트 오래오래 기억에 남을것 같네요,,,,,,,,,,,,,
729,왜 이제서야 본건지...,,,,,,,,,,,,,
730,그저 갓작....차갑지만 은은하게  스며든다,,,,,,,,,,,,,
731,20년전에 만들어졌다니 놀라움. 몰입도와 교훈까지도 완벽함,,,,,,,,,,,,,
732,에단호크가 없는 가타카는 생각할 수 없다열성이지만 그럼에도 불구하고 노력하는 그 모습지금 이 시대에서 우리에게 남기는 메시지이다.,,,,,,,,,,,,,
733,어쩌면 우리의 미래가 될지도 모르는 영화,,,,,,,,,,,,,
734,방대하고 큰 여운을 주는 어떤 영화보다도깊고 진한 여운을 주는 영화. 돌아갈 힘을 남겨두지 않는 의지가  진정 우성이지 않을까,,,,,,,,,,,,,
735,난 되돌아갈 힘을 남겨두지 않아서 널 이기는 거야 빈센트의 말을 듣고 머리를 헤머로 맞은 기분이었다 이토록 치열하게 살아본 적이 있는가,,,,,,,,,,,,,
736,이영화가 1998년에 만들어졌다니...,,,,,,,,,,,,,
737,그렇다면 제롬 머로우의 인간으로서의 존엄은?,,,,,,,,,,,,,
738,정말 최고의 인생영화다 감히 말할 수 있다.,,,,,,,,,,,,,
739,생명과학에 관심이 많아서 방금 다 본 영화에요. 진짜 너무 슬프고 재밌어요ㅠㅠ 진짜 다양한 생각을 안겨준 영화네요 최고!,,,,,,,,,,,,,
740,막연한 허구가 아니라,,,,,,,,,,,,,
741,구구구ㅜ구구굿구구구구굿,,,,,,,,,,,,,
742,육체의 한계를 벗어난 제롬의 꿈은 안톤과 함께 우주를 헤엄치고 있기를.,,,,,,,,,,,,,
743,돌아갈 힘을 남겨두지 않았다는게  늘 자신의 한계를 뛰어 넘을 수 있는 정신이 되어 유전자적으로 결정된 자신의 한계를 훨씬 뛰어넘게 된것 같네요,,,,,,,,,,,,,
744,중요하게 다루어야 될 이슈를 공감할 만한 관점에서 흥미있는 스토리전개,,,,,,,,,,,,,
745,내가 본 영화들 중 나에게 가장 많은 교훈을 준 영화다.,,,,,,,,,,,,,
746,저도 빈센트처럼 돌아갈 힘을 남겨두지 않고 꿈을 향해 달려가고 싶네요,,,,,,,,,,,,,
747,진짜 최고의 영화.... 감동.예술성.긴장감. 스토리....ㅠ,,,,,,,,,,,,,
748,오직 99%의 의지와 노력으로 이룬 모든 것,,,,,,,,,,,,,
749,꼭 저렇게까지 살아야 하나 ㅇㅅㅇ,,,,,,,,,,,,,
750,삶이 정해져있다면 지옥이 아닐까? 부단히 노력하면 타고난 면을 능가할까? 그래,,,,,,,,,,,,,
751,에단호크,,,,,,,,,,,,,
752,말이 필요없다 열자 이상,,,,,,,,,,,,,
753,꿈과 노력이라는 주제를 아주 깔끔하게 그려냈습니다. 반감이라든지 의문이 들지 않고 주인공의 감정이 그대로 전해졌고 설득력 있었습니다. 사랑,,,,,,,,,,,,,
754,이 영화 때문에 처음으로 평점 남겨봅니다. 이 영화를 거의 20년전에 만들고 있었단 소린데...진짜 대단하다는 말밖에 안나오네요.,,,,,,,,,,,,,
755,무슨말을 해야하죠....,,,,,,,,,,,,,
756,백년 후에도 관객들을 매료시킬 영화.,,,,,,,,,,,,,
757,대여섯번은 본듯..모든게 완벽한 영화.,,,,,,,,,,,,,
758,재미도 있고 여운도 길게 남는 영화. 에단 호크 넘 잘 생겼어요. 엔딩 장면이 왠지 슬픈 영화.,,,,,,,,,,,,,
759,왜 이 영화를 이제 보았을까... 최고의 영화,,,,,,,,,,,,,
760,질병의 원인 중 가장 큰 비율을 차지하는 것은 유전이다. 하지만,,,,,,,,,,,,,
761,이게 내 인생영화였음을 잠시 망각했다.,,,,,,,,,,,,,
762,사람다움의 기준은 뭘까,,,,,,,,,,,,,
763,최근에 처음으로 봤는 데 여운이 거의 인터스텔라 급으로 남더라 최고의 명장,,,,,,,,,,,,,
764,리메이크로 다시 영화가 만들어줬으면 좋겠다.,,,,,,,,,,,,,
765,인간 신념 아래 모든 행위는 희망적이고,,,,,,,,,,,,,
766,주변에서 결정지은 내 삶이 내 삶이 되진 않기 위해선!,,,,,,,,,,,,,
767,이 영화는 인간에게 주신 무한한 가능성을 시사한다. 예레미야 1장5절의 성별하다란 말씀으로 이뤄진 영화.,,,,,,,,,,,,,
768,나온지 꽤 오래된 영화임에도 옛날 영화라고 느껴지지 않았음.,,,,,,,,,,,,,
769,유전자사기가 이렇게 다가올줄은...,,,,,,,,,,,,,
770,숨은 SF 명작 이걸 이재서야 보게 되다니 안타깝다,,,,,,,,,,,,,
771,재밌었음 느낀점도많고.....,,,,,,,,,,,,,
772,good,,,,,,,,,,,,,
773,이영화를 세번이나 봤다...아직도 여운이 항상 남는다강추,,,,,,,,,,,,,
774,정말 재밌게 잘 만든 SF영화란 이런 영화가 아닐까? 개봉한지 수십 년이 지났지만 연출,,,,,,,,,,,,,
775,노화의 종말에서 소개된 영화라 봤음. 에단호크랑 우마서먼 너무 젊어서 검색했더니 98년 영화...대박!  오프닝에서 뭐 떨어지는 장면(매일 벗겨내는 죽은피부세포와 털인거같음)과 DNA분자단위인 A.T.C.G 먼저 노...,,,,,,,,,,,,,
776,내가 이길수있었던 이유는 돌아올힘을 남기지않아서다 였나 여튼 그거듣고 머리가 띵..했음 연기도 스토리도 연출도 최고.. 노력이 부족하다 느낄때.. 아니면 성취하고 싶은 목표가 있을때 보고싶고 다시 떠올리게 되는 영화...,,,,,,,,,,,,,
777,진짜 와... 최고입니다 꼭 봐주십쇼,,,,,,,,,,,,,
778,포스터만 봤을때는 너무 옛날영화라서 공감은 갈까?? 생각했는데 요즘 영화들 다 씹어버리네...,,,,,,,,,,,,,
779,이건 ㄹㅇ 꼭 봐야됨 일단 에단호크가 존잘임. 스토리도 오지고,,,,,,,,,,,,,
780,여름방학  단골 SF영화 가타카 -아일랜드 - 마이너리티 리포트,,,,,,,,,,,,,
781,옛날에 비디오 빌려서 본 영화인데 참 괜찮은 영화입니다.,,,,,,,,,,,,,
782,주드로 불쌍해서 우째... 에단호크는 젊을때 비쥬얼 미쳤네. 왜 관리를 안한거야 ㅜㅜ 우마서먼도 저세상 미모.... 너무 아름다우셔,,,,,,,,,,,,,
783,고전적 필름이 주는 묘미란,,,,,,,,,,,,,
784,현실은 재능충이 최고인게 맞지만 어쩌면 아닐수도 있다,,,,,,,,,,,,,
785,반전요소 긴장감 교훈 모두 최고....,,,,,,,,,,,,,
786,이건 명작 왜케 슬프냐 자신의 한계를 극복하고 자살한게 슬프다..,,,,,,,,,,,,,
787,우주로가는건 어쩌면 떠나는게아니라고향으로 가는것이다이영화감독 다OOO보게된 대사이다다른대사와장면도 가슴을 울릴정도로 주옥같지만 저마지막대사 고렙의영혼들은 무슨뜻인지알것이다,,,,,,,,,,,,,
788,오른손 잡이는 왼손으로 잡지않아,,,,,,,,,,,,,
789,인생영화..왜이제봤을까,,,,,,,,,,,,,
790,딱 평점6점짜리 영화,,,,,,,,,,,,,
791,정확히 평점 7점대의 영화이다. 즉 기대하지 말고 보시길.. 별로다..,,,,,,,,,,,,,
792,영화는 좋은데 장애인을 완전 쓸모없는 소품으로 그렸구만..,,,,,,,,,,,,,
793,마지막에 정장입고 우주선타는거 빼고는 모든 것이 완벽한 영화,,,,,,,,,,,,,
794,결국 노오오오력을 하라는 말? 지금은 이 영화가 안 먹히는 이유다.,,,,,,,,,,,,,
795,명작이라 생각합니다 ^^,,,,,,,,,,,,,
796,그냥저냥...그럭저럭....뭐가 명작이라는건지,,,,,,,,,,,,,
797,우리는 모두 부적격자라는걸,,,,,,,,,,,,,
798,마지막에 눈물이………,,,,,,,,,,,,,
799,우린 사회의 잣대와 평가에 길들여져 있고 그걸 바꾸는 건 나의 선택이네요.최고의 영화입니다.,,,,,,,,,,,,,
800,큰 우주 속에서 한없이 미약한 존재라고 생각하는 나에게 미약하지 않은 다른이의 모습을 보았다.난 내 스스로를 미약하게 만든것인가?,,,,,,,,,,,,,
801,25년전에  저런 영화를 만들다니.요즘은  너무 요란하고  투 머치 빅 스케일이라 .,,,,,,,,,,,,,
802,,,,,,,,,,,,,,
803,Sf영화는 희망으로 끝날 때 두 배 이상 감동과 여운이 남는다. 제롬을 보는 나를 비롯하여 영화 속의 많은 인물들이 정해진 운명을 깨고 꿈을 이룰 수 있다는 희망을 가지게 되었다고 생각한다. 타이탄 탐사도 성공적으로...,,,,,,,,,,,,,
804,#감동 #명작 #최선 난 살면서 이토록 무언가를 위해 최선을 다한 적이 있는가..반성하게 만드는 영화,,,,,,,,,,,,,
805,볼때마다 느낌이 있다명작이다,,,,,,,,,,,,,
806,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,
813,아무리 악한 상황이라도 인간은 승리를 쟁취한다.,,,,,,,,,,,,,
814,,,,,,,,,,,,,,
815,,,,,,,,,,,,,,
816,오우쉣,,,,,,,,,,,,,
817,난 되돌아갈 힘을 남겨두지 않아 널 이기는거야 ....,,,,,,,,,,,,,
818,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,
821,열성과 우성 거북이와 토끼운명은 스스로 결정결국 종이한장차이무언가 바라고 노력한다면 이루어진다,,,,,,,,,,,,,
822,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,
826,불가능한 일은 없다 가타카,,,,,,,,,,,,,
827,어릴적 사회 교과서에 싣렸던 영화,,,,,,,,,,,,,
828,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,
830,우리가 추구해야 되는 가치와 진리가 무엇이 되어야 하는지 깊이 생각하게 되는 영화.첫 장면의 성경구절이 마음 속에 깊이 박힌다.,,,,,,,,,,,,,
831,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,
834,인간은 신이 될 수 있을까,,,,,,,,,,,,,
835,,,,,,,,,,,,,,
836,‘노력해서 안되는 건 없다’의 예시.,,,,,,,,,,,,,
837,열성은 열정으로 극복할 수 있다.,,,,,,,,,,,,,
838,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,
841,태어날때부터 우리는 정해져있지 않다 타인 또는 우리스스로가 정할뿐.,,,,,,,,,,,,,
842,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,
846,변하지 않는 진리,,,,,,,,,,,,,
847,,,,,,,,,,,,,,
848,하.... 리메이크 나와서 비교해보 십...,,,,,,,,,,,,,
849,,,,,,,,,,,,,,
850,인간에게 인간으로 살아갈수 있기를 ...,,,,,,,,,,,,,
851,재밌다,,,,,,,,,,,,,
852,유전자 클립핑이 가능해진 요즘 보면 영화속 상상이 현실이 되는 건 시간문제인듯. 그치만 영화는 생각보단 별로..넘 옛날에 만들어 져서 그런가..,,,,,,,,,,,,,
853,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,
856,유전자가 딸려도 할려는 의지를 가진 넘이 더 낫다 이소리군...,,,,,,,,,,,,,
857,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,
859,우주. 그곳은 무한한 평등이 자리잡은 곳.,,,,,,,,,,,,,
860,,,,,,,,,,,,,,
861,창공을 날고 싶은 거위의 꿈,,,,,,,,,,,,,
862,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,
864,본인의 능력'으로 어려움을 극복하고 승승장구 했다는 걸 더 강조해야 교훈이 살 것 같은데,,,,,,,,,,,,,
865,나름 몰입감 있고,,,,,,,,,,,,,
866,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,
868,¿#%#%#%#%?,,,,,,,,,,,,,
869,이상하네 나는 오른손잡인데 왼손으로 잡는데...,,,,,,,,,,,,,
870,인간은 무엇으로 사는가?,,,,,,,,,,,,,
871,진짜 내 인생 No.1 영화,,,,,,,,,,,,,
872,유전자를 이기는 노력의 기적,,,,,,,,,,,,,
873,내안에 나를 일깨워준 최고의 영화,,,,,,,,,,,,,
874,떠나는게 아니라 다시돌아간다.,,,,,,,,,,,,,
875,어떤 환경에서는 열성이 우성의 기능을 할 수도 있다는 것,,,,,,,,,,,,,
876,유전자보다 중요한 인간의 의지,,,,,,,,,,,,,
877,이 명작을 이제서야 보다니,,,,,,,,,,,,,
878,내 생의 최고의 영화..,,,,,,,,,,,,,
879,왜 명작 명작 하는지 알거 같음 8점대와 9점대는 영화의 품격 차이다,,,,,,,,,,,,,
880,불가능,,,,,,,,,,,,,
881,좋은 영화 감사합니다.,,,,,,,,,,,,,
882,이 영화를 이제야 보네요,,,,,,,,,,,,,
883,내 삶을 다시 돌아보게끔 만든 영화,,,,,,,,,,,,,
884,디스토피아영화중 최고,,,,,,,,,,,,,
885,유전자분석의 빅데이터. 사주. 운명. 내가 가야할 길.쉽게 이룰 수 있는 것은 없다.,,,,,,,,,,,,,
886,꼭봐야됩니다 보고 후회안함,,,,,,,,,,,,,
887,갈피를 못잡겠는 요즘 선물이 되어준 영화,,,,,,,,,,,,,
888,몇번을 다시 봐도 아름답고,,,,,,,,,,,,,
889,노력의 중요성을 다시한번 느낄수있었다,,,,,,,,,,,,,
890,인생에 동기부여해주는 영화,,,,,,,,,,,,,
891,말이 필요없다.. 과감히 뽑을 수 있는 인생영화,,,,,,,,,,,,,
892,오랜 여운이 남게 되는 명작이다 진짜....,,,,,,,,,,,,,
893,바뀌지 않을 내 인생 최고의 작품,,,,,,,,,,,,,
894,진보,,,,,,,,,,,,,
895,최고최고최고최고최고,,,,,,,,,,,,,
896,"인생 영화.. 나 자신이 남들보다 모자라보이고 약해보이고 내세울거 없는 별 볼일 없는 존재처럼 느껴질때 꼭 보면 좋을 것 같은 영화... ""I NEVER SAVE ANYTHING FOR SWIMMING BAC...",,,,,,,,,,,,,
897,인간이든 자연이든 모든것들은 그에 맞는 본질이 있는것이다. 본류에서 벗어난다면 아류가 될것이다.,,,,,,,,,,,,,
898,재밋습니다 많은것을 느끼게 해주고 좋은 영화,,,,,,,,,,,,,
899,10년 전에 본 영화지만지금 생각해도 내가 본 최고의 영화,,,,,,,,,,,,,
900,이런영화가 OO이 다되어간다니,,,,,,,,,,,,,
901,진짜 생명과학 영화 중 제일 명작인듯,,,,,,,,,,,,,
902,바다수영 장면은 정말 최고,,,,,,,,,,,,,
903,20년된 영화라고 하기엔 최신영화보다 뛰어난 내용과 영상미.. 엄청난 영화였다,,,,,,,,,,,,,
904,이 영화때문에 많은 교훈과 힘을 얻었다,,,,,,,,,,,,,
905,자신의 운명은 이미 결정지어진 것이 아닌 의지에 의한 것. 저 예산 영화지만 많은 의미를 내포한 작품.,,,,,,,,,,,,,
906,삶이 있다면 그 자체로 희망도 있다는 것을 다시금 느끼게 해주는 영화,,,,,,,,,,,,,
907,나도 아이큐 98의 부적격자입니다,,,,,,,,,,,,,
908,영화는 영화일 뿐이라는 말이 있다. 영화속 주인공은 어떻든 승리한 인간승리는 이뤄내  21세기에도 다시금 생각하게 해줬다. 하지만 현실 가타카가 나타낸 세상 속에서 평범한 인간은 무엇일 지 다시금 생각하게 해준다.,,,,,,,,,,,,,
909,다시 그곳으로 돌아가다,,,,,,,,,,,,,
910,꿈을 가진 누구나 한 번쯤 넘어진다그런 모든 사람에게 위로가 되는 영화,,,,,,,,,,,,,
911,굉장한 연출과 연기력  미래를 만족스럽게 표현했다.,,,,,,,,,,,,,
912,스토리 비쥬얼 감동 스릴 완벽한 영화,,,,,,,,,,,,,
913,믿겨지지 않는 영화  감동 그자체,,,,,,,,,,,,,
914,개인적으로 이단호크와 주드로가 와인에 담배를 태우며 대화나누는 장면을 참 좋아합니다..와인잔에 담배연기를 뿜으며 타이탄행성을 설명하는 씬..  결정적으로 두 배우 모두 외모 연기 절대적 우성인자인건 함정.. 이단호크...,,,,,,,,,,,,,
915,극복이란 단어가 새삼 대단하게 느껴진다,,,,,,,,,,,,,
916,난 밑에 댓글이 더 웃기네 내가 보기엔 감수성에 잠겨 쓴 아름다운 평인데 괜히 태클이야저 정도 감성있는 댓을 달아줄가치가 있는영화인거임,,,,,,,,,,,,,
917,도대체 이 감독에게 무슨 일이 있어서 인타임같은 영화를 찍게 된 것인가. 머리에 벽돌이라도 맞았나,,,,,,,,,,,,,
918,노력하는 자에게 운명은 아무것도 아니다,,,,,,,,,,,,,
919,잘 만들었네. 근데 우마서먼만 보인다,,,,,,,,,,,,,
920,유전자와 우주,,,,,,,,,,,,,
921,끝이 너무 우울하네요. 그리고 검사원이 반전이네요.,,,,,,,,,,,,,
922,정말 최고의 영화다. 다시 되돌아보개 된다,,,,,,,,,,,,,
923,숙명과 한계를 뛰어넘고자 하는 인간의 열정,,,,,,,,,,,,,
924,정말 중요한건 사회의 장애물,,,,,,,,,,,,,
925,사람의 몸을 과학적 수치로 표현한다는건 가장 어리석은 일 중 하나일 것이다. 아직 이 시대의 과학은 미개한 수준이며,,,,,,,,,,,,,
926,많은것을 생각하게 해주는 영화다인위적으로 우성적인 인간을 만들어낼수있는사회가 온다면 어떻게 될것일까그리고 주인공의 무언가를 이루고자하는 추진력은내 인생을 반성하게 한다,,,,,,,,,,,,,
927,어쩌면 학력으로 인생을 결정짓는 우리 사회의 모습과 똑 닮았을지 모른다,,,,,,,,,,,,,
928,모든 게 완벽한 곳에선 조그만 실수도 용납이 안 되는구나... 남이 그어놓은 자신의 한계선을 뛰어넘으려 노력하고 또 노력하는 빈센트를 보다 보니 어느샌가 응원하고 있는 나를 발견했다.,,,,,,,,,,,,,
929,꿈의 위대함을 알게 해 주는 영화,,,,,,,,,,,,,
930,I never saved anything for swim back.,,,,,,,,,,,,,
931,다시봐도 명작임. 에단호크 주드로.,,,,,,,,,,,,,
932,요즘들어 꼰대들이 말하는 노오오력이란 기준이 이것인가 할정도로 주인공 빈센트는 정말 감탄이 나올정도다.,,,,,,,,,,,,,
933,고찰하게해준 공상과학영화.,,,,,,,,,,,,,
934,./././././,,,,,,,,,,,,,
935,마지막 지금보니 너무 잔인해서 1점 뺌,,,,,,,,,,,,,
936,진짜 부적격자와 적격자의 기준은 뭔가,,,,,,,,,,,,,
937,이게 왜 아직도 평점이 안 메겨져있지.. 어릴 때 본 내 생애 내 인생 내 삶을 바꿔준 최고의 영화.,,,,,,,,,,,,,
938,연출,,,,,,,,,,,,,
939,노력의 전제는 간절함 그리고 진정한 꿈이다. 니들이 노오오력해서 좋은대학간다 공무원하겠다는 그런 비구체적인 꿈의 노오오력 아니니깐 좋은영화 망치지말자,,,,,,,,,,,,,
940,많은 것을 생각하게 하는 영화...그 동안  핑곗거리에,,,,,,,,,,,,,
941,한 인간을 결정짓는것은 오직 자신이다,,,,,,,,,,,,,
942,극적인 드라마보단 잔잔한 감동이 오는 영화지만시종일관 잔잔함에 졸립기도 했다.,,,,,,,,,,,,,
943,인간이란 존재에 대한 메시지.,,,,,,,,,,,,,
944,자신의 능력을 한탄만 할게 아니라 노력을 해야한다...,,,,,,,,,,,,,
945,강하게 인상을 남긴다. 부적격은 적격과 부적격을 나누는 체제가 강요해서,,,,,,,,,,,,,
946,sf영화에 있을법한 무난한 스토리라고 생각한다. 볼만했다.,,,,,,,,,,,,,
947,아.. 주드로.. 마지막..ㅠㅠ,,,,,,,,,,,,,
948,꿈에 의한,,,,,,,,,,,,,
949,수작. 인간 존재의 의미에 대한 고찰을 sf 설정으로 풀어낸 영화. 유전자로 시작했지만 유전자 너머의 근본적인 성찰을 꿈꾼다. 긴장감을 놓치지 않으면서도 정말 차분하고 아름다운 영화.,,,,,,,,,,,,,
950,내인생에서 10위안에 드는영화,,,,,,,,,,,,,
951,정말 많은 걸 느끼게 해준 영화....일단 부딪혀 보자^^ㅎㅎ,,,,,,,,,,,,,
952,어릴 때 보고 지금 한번 더 보았던 영화  한계라는 것,,,,,,,,,,,,,
953,많은 생각을 하게되는 영화... 명작이다,,,,,,,,,,,,,
954,나는 이 영화 제목만 봐도 눈물이 울컥 나올것 같다. 영화는 극단적으로 표현했지만 사실 인간의 삶은 유전이 정해놓은 한계를 돌파하는 과정이다. 같은 시간 노력을 해도 뛰어난 인간들은 결과물이 다르다 하지만 이를 순순...,,,,,,,,,,,,,
955,이건 정말 인생에 획을 긋는 명작..,,,,,,,,,,,,,
956,내가  본 영화중에 최고다. 개인적으로,,,,,,,,,,,,,
957,참 명작이다... 엔딩은 슬펐음.,,,,,,,,,,,,,
958,내 인생의 영화 그리고 좋은 영화,,,,,,,,,,,,,
959,어렸을때 보고 우연히 또 보게 되었는데 그때나 지금이나 흡입력과 스토리,,,,,,,,,,,,,
960,재밌어여ㅕ 아쉬운 결말,,,,,,,,,,,,,
961,이런 작품을 인생영화라고 하죠...,,,,,,,,,,,,,
962,보면 볼수록 깊게 생각하게 만드는 영화,,,,,,,,,,,,,
963,"제롬 "" 난 너에게 몸을 줬지만",,,,,,,,,,,,,
964,어쩌면 지금 현재의 문제를 미래에 문제로 바꾼것 아닐까,,,,,,,,,,,,,
965,명대사 : 가능한지 아닌지의 운명을 정하는 건 자신의 몫이잖아?  ,,,,,,,,,,,,,
966,정해진 운명 따윈 없고 꿈은 반드시 이루어진다.  사실 스토리는 뻔하지만  꿈 잃지만 않는다면 반드시 이루어지니  절대 포기하지 말라고.. 다시한번 되새겨줘서.. 매우 고마운 영화 ..더구나 1997년도영화가 이런 ...,,,,,,,,,,,,,
967,좋은영화... 현대사회에 적용시키면 어떻게 될지 상상도 안간다..,,,,,,,,,,,,,
