,content,,,,,,,,,,,,,
7916,올해 영화중 최고였다... 부족한점을 찾을 수 없었고 혁명적인 연출이엇다,,,,,,,,,,,,,
7917,10년에 하나 나올까말까한 최고의 영화다.절대적으로 극장관람용! 영화보면서 이런 긴장감 몰입도 작품성....정말 오랜만이다...,,,,,,,,,,,,,
7918,와우 재미와 스릴 만점^^,,,,,,,,,,,,,
7919,우리나라는 언제 이런영화찍어요..?,,,,,,,,,,,,,
7920,웰메이드 영화 입체감있는 3d 강추아이들과보는 것도 강추,,,,,,,,,,,,,
7921,진짜 재밋게봄 3D로 못봐서 아쉽..,,,,,,,,,,,,,
7922,고요함속에서 내 자신을 한번더 돌아볼수있는 그런 영화. 나의 존재를 알게해준영화 너무 감동적이여서 눈물이 벅차오른영화. 그야말로 최고다.,,,,,,,,,,,,,
7923,꼭  3d로 보시길 바래요!,,,,,,,,,,,,,
7924,말이 더 필요한가? 반신반의하며 디지털로 제대로 느끼고싶어 3디로 아쉬워서 4디로 ....3디로 보는게 제일 볼만하다.. 정말 완벽한 영화다.,,,,,,,,,,,,,
7925,상영기간 늘려씀좋케따한번더보게ㅎ,,,,,,,,,,,,,
7926,지구가 엄청 시끄럽다는 생각이 든 영화.,,,,,,,,,,,,,
7927,자칫하면 아이맥스 3d 우주대체험이 될 수도 있었지만 그 안에 드라마를 녹여넣으면서 생존이 불가능한 우주에서 삶을 노래하게 했다. 훌륭한 영화,,,,,,,,,,,,,
7928,몰입감 장난 아니다....,,,,,,,,,,,,,
7929,재밌었어요!!!또보고싶음,,,,,,,,,,,,,
7930,이 영화는 미쳤다 -제임스 카메론-,,,,,,,,,,,,,
7931,대박대박대박대박대박,,,,,,,,,,,,,
7932,신선한 영상과 스토리,,,,,,,,,,,,,
7933,최고의 영화다. 지구에 있다는 자체에 감사,,,,,,,,,,,,,
7934,4d로 봤는데 정말 내가 우주에 있는 게분이엿다 추천한다.,,,,,,,,,,,,,
7935,대단하다. 어떻게 배우 두명이 끝까지 관객들을 이끌어가는가... 대단하다 정말.,,,,,,,,,,,,,
7936,역작이다. 이영화를 낮게 보는 사람은 영화를 볼줄 모른다.중간중간 아쉬운 부분이나 내가 추가하고 싶은 장면이 있으나 다 필요없다. 나는 이제 이영화를 강추할거다.,,,,,,,,,,,,,
7937,어떠한 분노나 슬픔에도 우주는 고요하다. 슬퍼서 흘리는 눈물이지만 흐른 뒤에 눈물조차 더 이상 슬픔이 아닌 아름다움이고 목숨이 위태로운 긴박한 순간에도 지구는 여전히 아름답다. 고요 속에 방황,,,,,,,,,,,,,
7938,연출력이 훌륭하다요.!,,,,,,,,,,,,,
7939,"꼭 이런 영화가 아니더라도 제대로된 ""이야기",,,,,,,,,,,,,
7940,이영화의  화면과 구성이 얼마나 위대한지 모르고우주에서 계속 빙빙돌아서 돈이 아깝다는 고졸을 못마친 인간들이 꽤 있구나,,,,,,,,,,,,,
7941,숨 쉬기 참 힘들다....,,,,,,,,,,,,,
7942,영화를 보고나선 OO 기분은 정말 오랜만이다.그녀가 지상으로의 착륙을 시작할때내 가슴도 그녀와 같이 뛰었다.,,,,,,,,,,,,,
7943,연출 각본 배우 음악 ..정말 대단한 작품이 탄생했다.아이맥스로 보는데 쩔었다.,,,,,,,,,,,,,
7944,다좋은데 주인공여자 보면서 속터짐,,,,,,,,,,,,,
7945,우주의 깊이만큼 그 감동 또한 깊었다,,,,,,,,,,,,,
7946,너무 잘만든영화~~ 디테일에 감동 받았어요 .. 정말 우주를 다녀온 듯하네요 왜 이영화는 아이맥스로 봐야 하는지 절실히 동감합니다... 단.. 어지러움 많은분은 아이맥스 보실때 조심하세요..ㅋㅋ 초반에 토할뻔.,,,,,,,,,,,,,
7947,모두의 마블 oucd 320052 같이 다이아받아요,,,,,,,,,,,,,
7948,아이맥스로 보세요오오,,,,,,,,,,,,,
7949,최근 몇년간 본 영화 중에서 최고네요. 그러나 IMAX 3D로 봤는데 3D 효과가 별로 없어서 입장료가 아까웠습니다. 2D로 보는 편이 좀 더 영화에 집중할 수 있고 좋았을텐데... 어쨌든 여러가지를 생각하게 하는 ...,,,,,,,,,,,,,
7950,뤼미에르와 멜리에스의 21세기 퓨전,,,,,,,,,,,,,
7951,기대를 너무했나...안하고 갔으면 더 좋았을 듯 딱 판에박힌 우주재난영화. 2013년판 스페이스 오딧세이를 기대하고 간게 화근. 일반 오락영화보다는 괜찮았으므로 7점 그냥저냥 볼만함.,,,,,,,,,,,,,
7952,정말잘만들었습니다. 3D로 꼭 보셔야할 영화입니다. 후회안하실것이고 삶의 희망을 줄뿐더러 우주를 영상으로 다보여주는 완벽한영화 어디서든 이런영화는 볼수없을겁니다. 막내리기전에 꼭 3D로 보세요.,,,,,,,,,,,,,
7953,어메이징! 산드라 블록은 이제 다시 태어나는 듯!!,,,,,,,,,,,,,
7954,꼭봐라꼭봐라꼭봐라꼭봐라꼭봐라꼭봐라,,,,,,,,,,,,,
7955,CG의발전을 한단계 업그레이드 시켰다는생각이 들정도로 정교한 CG가 스크린안에서 이루어졌음. 뿐만 아니라 내 스스로가 우주공간에 함께 공존하고있다는 착각이 들정도로 몰입도를 높였음. 특별한스토리라인이 구축 되지 않았...,,,,,,,,,,,,,
7956,감독의 의지가 돋보였던 영화. 각본과 연출 모두 군더더기 없는 영화,,,,,,,,,,,,,
7957,거짓말이 난무하는 영화. 그러나 거짓말도 훌륭하게 하니 심히 즐겁다. 올 해 최고의 영화!,,,,,,,,,,,,,
7958,디지털로 보면 일반인들이 지루해할영환거같네요3D,,,,,,,,,,,,,
7959,영화가 우주공간에서 벌어지는 일이다보니 배경음악이 많이 깔려있지 않아서,,,,,,,,,,,,,
7960,왠지 다시한번 더 봐야 할 것 같은 영화네요. 재밌어서도그렇지만 영화에 담긴 의미가 넘 크고 많아서 장면들을 외워줘야 할 듯.. 투디로 봐도 좀 어지러웠음.. 아~ 메스꺼워.. 영상미가 아주 끝내줘여~,,,,,,,,,,,,,
7961,영화 평점을 떠나서 새로운 체험같네요.,,,,,,,,,,,,,
7962,3d로 봤어요. 우주여행만으로 감사할뿐인데 마지막 산드록블록 지구 귀환씬에는 뜻모를 뜨거운 눈물이 펑펑 흘러 미치는 줄 알았음.금세기 최고의 영상미를 보여준 감독 당신에게 진정 감사하오~♥,,,,,,,,,,,,,
7963,우주에서의 조난 멋졌다 그리고 좋았다,,,,,,,,,,,,,
7964,이걸 2디로 볼생각을 하다니 ㅋㅋㅋ조금 무식하단 생각도 든다.  경제적이고 합리적으로 생각했을때 왕아맥 F G JK 열  중앙정도 아니면 나같으면 그냥 안봄. ㅎ,,,,,,,,,,,,,
7965,90분간 나는 우주속에서  절망으로 울고 있었다,,,,,,,,,,,,,
7966,우주에 대한 배경지식을 가지고 본다면 무척이나 짜릿한 영화가 될것이다.,,,,,,,,,,,,,
7967,4DX로 본 그래비티 4D로 상영되기 위해 탄생한 영화같다말이 필요없을 정도로 대박이었음,,,,,,,,,,,,,
7968,sf영화의 그런 박진감을 기대한다면 비추. 오히려 잔잔하고 철학적인 영화. 많은 생각을 하게 하는 영화.,,,,,,,,,,,,,
7969,♥♥말이필요없네요.,,,,,,,,,,,,,
7970,공포영화보다 더한 긴장감,,,,,,,,,,,,,
7971,한국영화 안보게 되지 이런 명작들 보면,,,,,,,,,,,,,
7972,보고나서도 생각나고 생각하게 되는영화다 정말 이번년도 설국열차다음으로 최고!!,,,,,,,,,,,,,
7973,의미를 부여할수록 더욱 아름다운 영화,,,,,,,,,,,,,
7974,처음으로 본 4d영화인데 평생 못잊을지도,,,,,,,,,,,,,
7975,So GooD~~!!,,,,,,,,,,,,,
7976,멋지다...이 말 밖에는..,,,,,,,,,,,,,
7977,새로운 상상을 멋지게 펼쳐보인 감독에게 나의 두 엄지손가락을 힘차게 치켜세웁니다.,,,,,,,,,,,,,
7978,다소 simple 해보이지만 많은 의미를 담고 있는 영화~ 잘봤어요 ^^,,,,,,,,,,,,,
7979,영화애호가로서 개인적인 평은 영화역사에 한획을 그엇다라고 할수있을 작품같다. 신선한 충격이었다. 수OO전 스필버그의 미지와의 조우를 극장에서 보고 나왔을때의 신선한 충격에 버금갔다. cgv의 작은 화면으로 장엄한 우...,,,,,,,,,,,,,
7980,기대하고 봤는데 중반에 좀 졸뻔했다가 후반에 잠깨고 재미있으면서도 재미없는 영화? 뭐 장르가 다르지만 다크나이트 보단 재미없음,,,,,,,,,,,,,
7981,최근 영화중 최고의 걸작...,,,,,,,,,,,,,
7982,오늘 3D로 봤습니다.그나마 3D로 봤기때문에 6점이지 ...개인적으로 비싼 3D 영화값으로 다른 영화 볼껄 하는 생각이....,,,,,,,,,,,,,
7983,산드라 블록도 그렇고 조지 클루니도 그렇고 연기가 참 좋았음,,,,,,,,,,,,,
7984,과학자가꿈인학생으로써최고였다,,,,,,,,,,,,,
7985,아이맥스 17,,,,,,,,,,,,,
7986,우주는 무한적인 존재고 인간은 유한적인 존재를 나타내,,,,,,,,,,,,,
7987,진지빠는데 안지루한 영화,,,,,,,,,,,,,
7988,아 기대이상이고 또 보고 싶고.영상미,,,,,,,,,,,,,
7989,제 점수는요!? 7점 입니다.,,,,,,,,,,,,,
7990,이거 토렌트로 다운 받아서 보면 혹평일색이다. 극장에서 못 본걸 개 후회할꺼다 진심..,,,,,,,,,,,,,
7991,태어나서 처음으로 평점이란걸 써봅니다. 그냥 최고였습니다.,,,,,,,,,,,,,
7992,보고나면 성취감을 느낄수있는 영화에요 아 내가 결국 이걸 다 봤구나 OOㅋ,,,,,,,,,,,,,
7993,개꿀잼. 몰입도 지린다,,,,,,,,,,,,,
7994,감각적인 우주적 스릴을 맛볼수있었다!!!!,,,,,,,,,,,,,
7995,진짜 잘만들었네요 오랜만에 여운남는 영화본듯 적어도 3d로 보세요 안그럼 후회할걸요,,,,,,,,,,,,,
7996,정말 재밌게 봤습니다! 지루하지않고...우주가 멋지게만 보였는대 우리에겐 무션공간이네요 ㅋㅋ 무엇보다 블록 누나 근육질몸매가 인상깊었다는ㅎㅎ,,,,,,,,,,,,,
7997,4dx극장에 무산소 기능까지?,,,,,,,,,,,,,
7998,그냥 최고라는 말 밖에. 죄책감에서 벗어나려는 위험추구 행동과 속죄의식을 잘 표현한 영화.,,,,,,,,,,,,,
7999,왜 만점이냐고? 0점 줘봐야 알바들 때문에 소용없겠다 싶다. 내 평생 이렇게 미쳐버리게 만드는 영화는 첨이다. 중간 즘 같이 본 친누나에게 서로 한 대씩 때리자고 했다. 내 맘에 중력이 배가 되는 느낌이다. 아직도 ...,,,,,,,,,,,,,
8000,와 근데 난 보면서 좀무섭더라... 조용하고 공활한 우주에서표류를당한다고생각하니..ㄷㄷ,,,,,,,,,,,,,
8001,4D로 보면서 충격을 받았다 이 영화는 영화의 엄청난 발전을 보여줬다,,,,,,,,,,,,,
8002,요새 들어 본 영화준 최고 엿음.. 심야로 본거라 좀 졸렷는데 집중력 최고엿음!!,,,,,,,,,,,,,
8003,왜 평점이 8점이나 되는건지 이해가 안감...ㅋㅋㅌ호불호 굉장히 극과극으로 나뉘는 영화인듯,,,,,,,,,,,,,
8004,아직 못보신분이있다면 꼭보시길...,,,,,,,,,,,,,
8005,이영화를 보고도 그 가치를 느끼지 못한다면,,,,,,,,,,,,, 우주
8006,이 영화를 보고 국내영화와 헐리웃의 차이가 아직도 여전히 안드로메다 급인걸 깨달았다. DNA가 다른 영화. 최소 10년이상 회자될 영화임에 틀림없다.,,,,,,,,,,,,,
8007,난 평론가도 전문가도 아니고 평범한 사람이라 거창하게 표현 못하겠지만..그냥 그래비티를 보면서 뭔지 모를 감동과 울컥하는 무언가가 느껴졌다..뭐라 표현해야 할지 모르겠다 그냥 이 시간까지 여운이 사라지지 않는다. 우...,,,,,,,,,,,,,
8008,지구의 중력에 따라 팽창하고 조여지는 우주체험. 아이맥스 G열에서 봤는데 E열 정도에서 봐도 좋을 듯~ 4D도 볼까말까 고민되네...,,,,,,,,,,,,,
8009,새롭고 새롭다. 그리고 아름답다. 모든것이.. 숭고함이 느껴졌다.,,,,,,,,,,,,,
8010,내가 다 느껴지게 만든 연출력.짧은 흡입력이지만 중력처럼 보이지않게그러나 강하게 당겼던 영화,,,,,,,,,,,,,
8011,신선해서 좋았지만 조금 사실적이였으면!,,,,,,,,,,,,,
8012,한 인간이 대기권 밖에서 마주하는 극한 상황에 대한 치밀한 묘사,,,,,,,,,,,,,
8013,나는 무엇을 보았는가....ㄷㄷ; 진짜... 조지 클루니와 산드라 블럭만 봄...,,,,,,,,,,,,,
8014,가끔 지루한면도있지만 재밌습니다,,,,,,,,,,,,,
8015,신선함과 재미,,,,,,,,,,,,,
8016,나오는 사람은 딸랑두명 하지만 이야기의 감정표현이 뛰어나고 우주를표현한 영상에 감탄하고 간다,,,,,,,,,,,,,
8017,이 영화보는데 가장 큰 걸림돌은 의자 발로차고 딸아이에게 다 들리는 목소리로 영화설명하고 마지막즈음 또대체 무슨 이유인지 깔깔거리는 한국 관객들임. 한국같은 영화 후진국관객에겐 너무나 벅차고 감동적인 대작.,,,,,,,,,,,,,
8018,일부 과학적 사실과 다르다는 비판이,,,,,,,,,,,,,
8019,이거진심봐야댐...이거보는동안 긴장감쩔엌ㅋㅋㅋ 마지막까지 긴장감놓치면안됨...,,,,,,,,,,,,,
8020,시간가는줄모름꼭봐라,,,,,,,,,,,,,
8021,3d로 보고옴 ㅋㅋ 영상은 예술임,,,,,,,,,,,,,
8022,우주에 대한  호기심이 있는 분이라면 강추..무중력이 느껴져서 살짝 어지러웠을 정도로 영상미와 사운드가 좋았음. 우주에서 느낄 수 있는적막과 고요함 영화즐겨 보신다면 후회없을 선택,,,,,,,,,,,,,
8023,아무리 날고 긴다 하는 인간이라 해도  우주라는 자연 앞에선 한낱 먼지 일 뿐 ...영상미 굉장히 좋게 봤구요 인간이 극한의 상황에 갔을때의 심리표현을  너무 잘표현한 것 같아요,,,,,,,,,,,,,
8024,우주영화는 그래비티 이전과 이후로 나뉠것이다. 라는 평이 정말 와닿습니다. 보는내내 감동적이였고 그 의미까지 느끼고나니 너무 훌륭한 영화라는 생각이 듭니다. 다시 보고싶고 평생소장하고 싶은 영화!!,,,,,,,,,,,,,
8025,중요 장면에서의 잘못된 고증과 짧은 러닝 타임이 아쉽다.,,,,,,,,,,,,,
8026,살아있음에 감사함을 느낀 영화. 최고!,,,,,,,,,,,,,
8027,현실적입니다 볼만해요,,,,,,,,,,,,,
8028,처음부터 끝까지 긴장하고 본 영화! 우주의 양면성이 확 와닿아 소름끼치기도 하고 마음이 짠하기도 하고. 정말 잘봣습니다!!,,,,,,,,,,,,,
8029,재밋음 여주연기력쩔고 3D로보면 재미쩔듯!!!몰입고대박,,,,,,,,,,,,,
8030,감독이 우주에대한 지식이 굉장히 많앗나보내요 진짜 현실적인 부분이많앗음 ㅋ 중간에 맷의 환영빼고,,,,,,,,,,,,,
8031,짱!이다!!!완전ㅋ,,,,,,,,,,,,,
8032,단연컨대,,,,,,,,,,,,,
8033,진짜우주에있는거같았어요영화너무좋아요ㅜㅜㅜ♥,,,,,,,,,,,,,
8034,그래요 스토리는 별거없어요. 근데 진짜 영상하난끝내줍니다. 한시간 반쯤은 우주공간에 있어볼 필요가있잖아요!♥♥,,,,,,,,,,,,,
8035,최고!  기존에 없던 새로운 영화!,,,,,,,,,,,,,
8036,말이필요없는영화임상영관마저 고요하게만드는영화우주에압도되는영화 2013년에본영화중최고입니다,,,,,,,,,,,,,
8037,영화 역사의 순간를 체험하고 왓다  이전의 영화에게  아쉬운  이별을  고하고  라이언이  바다속에서  헤엄쳐나와  흙을  밟는  순간은 그녀  자신이  새로이  태어남과  동시에  영화도  새로운  역사를  시작하...,,,,,,,,,,,,,
8038,더러워도 중력 아래 벗어날수 없는 인간에대하여.,,,,,,,,,,,,,
8039,군더더기 없는 완벽한 철학의 우주이야기. 영화를 마치고 잠시 앉아 있어야 했습니다.,,,,,,,,,,,,,
8040,충격과 공포   그냥 충격과 공포,,,,,,,,,,,,,
8041,마치우주에있는듯한 cg가 정말 최고다,,,,,,,,,,,,,
8042,만원주고 우주여행했음 존나쌈,,,,,,,,,,,,,
8043,오유에서 왔습니다 ㅡㅡ일베충 너무한거 아닙니까? 어떻개 김데중,,,,,,,,,,,,,
8044,4D 로 보는거 강추합니다. . 영화 보고나서 운전하는데....우주유영하는 느낌이었습니다..,,,,,,,,,,,,,
8045,말이 필요없는 영화~~~,,,,,,,,,,,,,
8046,이렇게 매우 간접적으로나마 우주인 체험을 할 수 있어서 좋았다. 아무 것도 없는 것,,,,,,,,,,,,,
8047,최고의 경험. 4DX로 봤는데 정말 좋았네요,,,,,,,,,,,,,
8048,생명의 잉태는 우주와 같은 것,,,,,,,,,,,,,
8049,최고다. 풍경이 너무장관이고 위기에 봉착할때마다 긴박함이있다. 감동과 우주의 무서움을 알게되었다.,,,,,,,,,,,,,
8050,재난영화가 지구가아닌 우주에서 일어나는 색다른 소재임  우주공간이 정말 심리적으로 무섭네요 .,,,,,,,,,,,,,
8051,미국이라 가능한 영화. 경이로움의 그 자체. 이런 영화를 볼 수 있다니. 우린 언제 이런 영화를 만들 수 있을까,,,,,,,,,,,,,
8052,명작101010101010,,,,,,,,,,,,,
8053,이런 영화를 볼 수 있음에 기쁘고 감사드린다. 가장 극한 절망에서 가장 빛나는 희망을 찾은 아름다운 아이러니가 눈부시다.,,,,,,,,,,,,,
8054,우주유영을 하는 느낌이였습니다... 빨리 불루레이로 발매해주세요... 현기증 난단 말이예요 ㅠㅠ,,,,,,,,,,,,,
8055,촬영기법만으로는 정말 굳굳굳! but 아쉽다.,,,,,,,,,,,,,
8056,돈없어서 디지털로 봤는데도 대단했다. 아이맥스 ,,,,,,,,,,,,,
8057,뭐랄까 이 영화를 보면 중력을 잊는다고 해야하나. 뭔가 붕뜨는 기분이다.,,,,,,,,,,,,,
8058,이세상 최고다 개쩐다 리얼 실화임,,,,,,,,,,,,,
8059,사람은 어떻게든 살고싶은거다. 우주공간에서 너무도 멀고 먼 집으로 돌아가는 개고생 속에서 나 또한 표류된 느낌이었다.,,,,,,,,,,,,,
8060,3d로 봤는데 스토리는 없지만 재밌고 확실히 영상기술은 좋은것같아요,,,,,,,,,,,,,
8061,단순하지만 강하다,,,,,,,,,,,,,
8062,오 진짜멋있어요2d도 나쁘지 않아요 지루하지도않았고볼만해요 재밌어요,,,,,,,,,,,,,
8063,내가 우주에 조난 된 기분이 들정도로 잘 표현한 영화.,,,,,,,,,,,,,
8064,긴장의 끈을 놓을 수 없는 위험천만한 여정,,,,,,,,,,,,,
8065,재미있게 봤어요 마지막에 감동적이네요!!,,,,,,,,,,,,,
8066,언니가 엄청 노력해서 살아남았다는 이야기를 꽉차게 그러넣었다.,,,,,,,,,,,,,
8067,나는 우주의 고요가 궁금하다..,,,,,,,,,,,,,
8068,아름다운 우주의 영상미를 제대로 그려내고 있다. 우주에서 조난 당하고 귀환하게 되는 단순한 스토리이지만 긴장감과 몰입감이있다. 왜냐? 우주유영을 리얼하게 반영한 카메라 시점과 카메라 워킹이 몰입감을 높여줘서 혹자는 ...,,,,,,,,,,,,,
8069,우오아아아앙 우왕 우왕 우아앙!,,,,,,,,,,,,,
8070,약간 어지럽긴 했지만 놀랍도록 생생한 경험!,,,,,,,,,,,,,
8071,어지럽지만 꼭볼영화~,,,,,,,,,,,,,
8072,서면cgv에서 imax4d로 봤지만 정말 우주에 온것처럼 실감난다.. 영화의 내용보다는 체험에 높은 점수를 주고싶다..적어도 3d로는 봐야 그래비티를 제다로 느낄 수 있다,,,,,,,,,,,,,
8073,굉장히 인상적이다. 어떻게 이렇게까지 만들 수 있는지,,,,,,,,,,,,,
8074,대박 엄청나게 몰입되고 재밋는 영화.. 3D로 봐야할 0순위 영화.. 영화음악이 긴장감을 완전 끌어 올리더군요. 아름다운 배경이며,,,,,,,,,,,,,
8075,우주 배경으로하는 아름다운 한편의 정치영화,,,,,,,,,,,,,
8076,민폐국가 러시아...,,,,,,,,,,,,,
8077,기술적 성과가 매우 큰 영화,,,,,,,,,,,,,
8078,영화가 굏찮앗네여 ㅋㅋ 긴장 햇어여,,,,,,,,,,,,,
8079,이것이야말로 영상 혁명!,,,,,,,,,,,,,
8080,뜻밖의 반전이 없을 수밖에 없으면서도 흠결없는 영화였어요. 10점만점 주고 싶지만 사람에 따라서는 조금 지루할 수도 있는 점에서 참았습니다. 장르 불문하고 최근 본 영화 중 인셉션 이후로 가장 기억에 남는 영화네요....,,,,,,,,,,,,,
8081,괜히 2D로 봤다...젠장...,,,,,,,,,,,,,
8082,90분간의 환상적인 우주여행!!! 반드시 IMAX 3D로 관람할 것!!!,,,,,,,,,,,,,
8083,쓰리디 포디 다봤는데~ 두번째로 포디로 보는게 더 시간이 빨리가는듯ㅎ 신선한 경험을 한 듯한...돈 아깝지 않은 영화였소~ 또 인터넷에 뜨면 공짜로 보고 몰입안되서 별로라고 하는새끼들 있겄지ㅎ,,,,,,,,,,,,,
8084,영화 보는 내내 손에서 땀이..,,,,,,,,,,,,,
8085,다시 보고 싶은 영화!!,,,,,,,,,,,,,
8086,시각,,,,,,,,,,,,,
8087,스토리,,,,,,,,,,,,,
8088,등장인물도 몇명 없지만...진짜 포스는 대박.엄청 재밌어요. 압도 당함!!대사들이 정말 좋아요,,,,,,,,,,,,,
8089,정말 처음부터 끝까지... 긴장을 늦출수 없던 영화.. 아무것도 없는 곳의 공포까지 느꼈어요 정말 최고의 영화예요,,,,,,,,,,,,,
8090,간접적 체험   이 영화는 미쳤다,,,,,,,,,,,,,
8091,영상미,,,,,,,,,,,,,
8092,교훈있음교훈있음짱짱,,,,,,,,,,,,,
8093,이건 꼭 4dx로 봐야합니다.. 우주체험다큐멘터리완전 쩌네요..,,,,,,,,,,,,,
8094,영상미 연기력 연출 모든게 찰떡궁합인 올해 최고의 작품중 하나입니다 꼭 극장가서 보세요,,,,,,,,,,,,,
8095,작품성. 아래와 마찬가지로 말로 풀어 쓸 능력 없습니다. 느끼기도 벅차네요. 향 후 많은 작품들이 나오겠지만 여기서부터 만점줍니다.,,,,,,,,,,,,,
8096,처음에 산드라블록이 계속 돌때 진심으로 공포를 느꼈다. 시간이 아깝지 않았음 :-),,,,,,,,,,,,,
8097,대박 이런류의 영화는 처음이군요. 영화관에서 3D로 봐야 좋을 듯,,,,,,,,,,,,,
8098,역시우주는무서워ㅠ.ㅠ완전재밌게봤어요!최고!,,,,,,,,,,,,,
8099,진심 올해 본 영화중에 제일 재미있게 보았음. 아름다운 지구의 모습위 우주속에서의 평화로움 그리고 두려움 막막함 답답함 등등....보는 내내 손에 땀나게만들고 ㅎㅎ 영상미도 대단하고. 최고!!,,,,,,,,,,,,,
8100,살아있다는것,,,,,,,,,,,,,
8101,머리로 주입한 걸 오늘 눈으로 확인했다! 이제 답은 두 가지다. 가슴으로 내릴 것인지,,,,,,,,,,,,,
8102,이건 무조건 봐야 합니다. 극장에서 ! 영화관이 왜 필요한지 설명하는 영화,,,,,,,,,,,,,
8103,영화사에 획을 그을 영화,,,,,,,,,,,,,
8104,최고의 영화 교훈을 얻는 영화... 살아있다는게 살아간다는게 얼마나 소중하고 행복한것인지 일깨워주는 영화,,,,,,,,,,,,,
8105,영화시간이 이렇게 짧게 느껴진 영화가 없었다. 거대한 상상력과 누구도 흉내낼수 없는  영화    바로 이게 영화다.!!,,,,,,,,,,,,,
8106,4d영화관에서 보고왔는데 개봉전에 몆몆사람들이 이거 프로메테우스처럼 외게인나오고 그런거 아니냐 추측했는데 전혀 안나온다 그리고 영상미최고다 산드라블록과 조지클루니 단두명만 등장하기때문에 개런티들어가는돈을 영상미에 올...,,,,,,,,,,,,,
8107,영상 음향 스토리 모든것이 어우러져 영화 내내 긴장감에 휩싸였다.영화보고 나서도 계속 남아있다.,,,,,,,,,,,,,
8108,메가ㅄ에서 볼꺼면 M2관에서 씨Gㅂ에서볼꺼면 4dx관에서 imax는 비추3d도 비추 이영화는 관람과 체험을해야함 항상 영화는 우주가배경으로 나오지만 이영화는 주인공의 배경이 우주다. 곧 당신이 앉아보는 공간도 우주가...,,,,,,,,,,,,,
8109,전 너무 잘봤습니다 집중도도 높고 먼가 깊이 생각하게 만드는 작품이예요,,,,,,,,,,,,,
8110,철저히 혼자 내버려진 두려움과 외로움. 그리고 적막...절망...희망이 모든게 이 영화에 다 들어가있어여...보면서 눈시울 많이 붉혔네요 ㅠㅠ영화 끝나고 여운이 너무 오래 남더라구요;;; 진짜 개강추!!!!,,,,,,,,,,,,,
8111,대작 중의 대작. 포기하지 마라. 두 발을 단단히 딛고,,,,,,,,,,,,,
8112,오...신선하다...헐리웃의 장점만을 담은 영화. 진짜 쓰리디가 이렇게 실감난적은 처음이다. 기술력최고. 괴짜 쿠아론감독님 최고.,,,,,,,,,,,,,
8113,이것이 진정한 카타르시스,,,,,,,,,,,,,
8114,맑은 산소와 자연의 고마움이 느껴지는...,,,,,,,,,,,,,
8115,안문숙의 우주표류기 해외판,,,,,,,,,,,,,
8116,무슨 말이 필요하단 말인가....,,,,,,,,,,,,,
8117,1시간반이 그냥 후딱 와우~~~,,,,,,,,,,,,,
8118,이런영화도 가능하군,,,,,,,,,,,,,
8119,재밌게봤어요^^ 신선하고 묘하네요~,,,,,,,,,,,,,
8120,영상예술을 눈으로 체험하다,,,,,,,,,,,,,
8121,최고!!!!~~~~!!,,,,,,,,,,,,,
8122,짬내서 4dx에서 봤다 쩐다.... 말이 필요없는듯,,,,,,,,,,,,,
8123,그냥 최고. 말로 설명할 수 없는 영화.,,,,,,,,,,,,,
8124,베리 굿 올해의 영화네요!,,,,,,,,,,,,,
8125,조지 클루니...ㅠㅠㅠ,,,,,,,,,,,,,
8126,이 영화는 진정 미쳤다!,,,,,,,,,,,,,
8127,정말 완벽한 디테일의 영화,,,,,,,,,,,,,
8128,나는야 우주덕후.... 압도당해따... 지금 이순간에도 쉴새없이 들이마시고 내뱉는 공기 한줌이 얼마나 큰 축복인지,,,,,,,,,,,,,
8129,온몸으로 전율이 느껴진다.,,,,,,,,,,,,,
8130,이게 진짜 영화다 보는 내내 전율이 흘렀다.,,,,,,,,,,,,,
8131,영화보다가 호흡곤란올뻔했다. 스토리는 없을지 몰라도 몰입도는 단연 최고.,,,,,,,,,,,,,
8132,내가 지구에살고잇다는게 감사하다고생각하게만든영화....공기랑물자연움직이는모든것에감사....한편의우주여행마치고온기분이당ㅠ.ㅠ...3d로보는걸추천해드립니다~,,,,,,,,,,,,,
8133,진심너무감동적이고멋있다 우주에있다온기분이다 벅차서말로표현이안된다 생애최고의영화다 꼭보길바랍니다,,,,,,,,,,,,,
8134,아바타와 라이프오브파이가 3D CG의 동화책이었다면,,,,,,,,,,,,,
8135,정말 좋았어요! 감동 인간존재에대해 생각해보는 계기도되었고 감동..ㅠ,,,,,,,,,,,,,
8136,아진짜 이건 최고여. 정말 사실적인 영화,,,,,,,,,,,,,
8137,산드라블록의 목소리 때문에 점수깍음,,,,,,,,,,,,,
8138,중력에 대한 고마움... 우리가 살고 있는 지구를 더 아껴야겠다. 영상미 최고! 꼭 3D로 관람하세요! > <,,,,,,,,,,,,,
8139,우주공간..철저한 외로움..이 속에서 포기와 절망 그리고 희망의 끈들..시각적으로나 감각적으로나 아주 훌륭하고 대단한 영화임이 분명하다. 극장에서 두번 봤는데 두번째 보니 더욱 감동적이였다. 엔딩자막이 올라갈땐 눈물...,,,,,,,,,,,,,
8140,완전개허니잼 또보고싶다,,,,,,,,,,,,,
8141,극장입장할때 산소호흡기하나씩 나눠주세요...,,,,,,,,,,,,,
8142,조지 클루니...매트...겁나 멌있다!!ㅜㅜ 나도 저런 사람이고 싶다!!,,,,,,,,,,,,,
