,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,¿¤¸®½Ã¿ò µµ½Ã ¹ß»ó°°Àº°Ç Âü ½Å¼±ÇÏ°í Èï¹Ì·Î¿üÀ¸³ª~ ³¡ÀÌ Âü... Çã¹«ÇÏ°Ô ±×³É ´Ü¼øÇÏ°Ô ³¡¸ÎÀ½ / ¼³±¹¿­Â÷µµ ±×·¸±¸...ÀÌ ¿µÈ­µÎ... ¹Ì·¡°è±Þ»çÈ¸°°Àº°É ¼ÒÀç·Î ¸¹ÀÌ ±×¸®´Âµí~ ±×³É ±â´ë¾Ê°í º¸½É ÁÁÀ»µí~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,ÃÊ¹Ý¿£ ¸ôÀÔÇØ¼­ ºÃ´Âµ¥ µÚ·Î°¥¼ö·Ï ³»¿ëÀÌ »ê¸¸ÇØÁö³×¿ä ¤Ð¤Ð ³ª¸§ ±â´ëÀÛÀÎµ¥ ¾Æ½¬¿ö¿ä ¤»¤» ±×·¡ÇÈ sfÁÁ¾ÆÇÏ½Ã´ÂºÐÀº ±×·°Àú·° º¼¸¸ÇØ¿ä Á¦ ÆòÁ¡À» ¹ÏÀ¸¼¼¿ä ^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,Å« Ã¥ÀÓ¿¡´Â Èñ»ýÀÌ ÇÊ¿äÇÏ´Ù...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,³ªµµ Àú·± Ä¡·á±â°è °¡Áö°í ½Í´Ù..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,ÀÏ¹ÝÀûÀÎ sf¿µÈ­¿¡¼­ º¼¼öÀÖ´Â CG°¡ ¹Ý¿µµÈ ¿µÈ­. ºóºÎ°¥µîÀ¸·Î ÀÎÇÑ ¹®Á¦Á¡°ú °èÃþ°£ °¥µîÀ» ¹Ì·¡»çÈ¸ÀÇ ¸ð½ÀÀ¸·Î ¸¸µë.  ´ëºÎºÐÀÇ SF¿µÈ­¿¡¼­ ´À²¼´ø ³»¿ëÀÇ Àü°³°úÁ¤¿¡¼­ÀÇ Ä¡¹ÐÇÔ°ú °³¿¬¼º¸éÀÌ ¾Æ½±°Ô ´À²¸Áü. Á¶µðÆ÷½º...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,µå·ÎÀÌµå³ª ¿ìÁÖ¼± µîÀÇ ½ºÄÉÀÏÀÌ ´õ ÄÇÀ¸¸é ¾î¶®À»±î? ¼ÖÁ÷È÷ ·Îº¿ÀÌ ¾î¶»°Ôº¸¸é ¿¤¸®½Ã¿òÀÇ »óÂ¡Áß ÇÏ³ªÀÎµ¥ SF¿µÈ­´äÁö¾Ê°Ô ³Ê¹«³ªµµ ÀûÀº ºñÁßÀÌ ¾Æ½±´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,µð½ºÆ®¸¯Æ®9»âÀÇ¿µÈ­ ´À³¦»ó  Áý¿¡¼­º¸¸é Á¶±Ý Áö·çÇÒµî,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,µå¶ó¸¶°¡ ¾Æ½±³×¿ä ±×·¡µµ ¼¼°è°üÀº ÁÁ¾Ò½À´Ï´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,Àç¹Õ¾î¿ä~~Àúµµ ¿¤¸®½Ã¿òÀ¸·Î °¡°í½Í³×¿ä^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,³ÃÁ¤ÇÏ°Ô 8Á¡¿µÈ­.  Á¤¸» SFÀå¸£¸¦ Àß È°¿ëÇØ¼­ »çÈ¸¸¦ Ç³ÀÚÇÏ´Â ÀÌ ¿µÈ­ ½ºÅ¸ÀÏ Æ¯ÀÌÇÏ´Ù. ¿©Æ° ³­ ¸ôÀÔ·Â,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,È®½ÇÈ÷ Àç¹Õ±äÇÑµ¥ ÈÄ¹ÝÀ¸·Î °¥¼ö·Ï ½ºÅä¸®º¸´Ü ¾×¼Ç¿¡ Ä¡ÁßÇÏ´Â°Ô Á»... ÈÄ¹Ý ¿¬ÃâÀÌ ¾ÈÅ¸±õ´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,ÃÊÁß¹Ý±îÁöÀÇ ºñÁÖ¾ó°ú ±¸¼ºÀº ¿ËÈ£ÇØÁÙ¸¸ ÇßÀ¸³ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,¼³Á¤¿¡ ´ëÇÑ °í¹ÎÀ» Ã£±â Èûµé¾ú´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,º¼°Å¸®µµ ¸¹°í Áö·çÇÏÁø ¾Ê¾ÒÀ¸³ª ÈÄ¹Ý Àü°³°¡ ±â´ë¿¡ Á¶±Ý ¸ø¹ÌÄ¡³×¿ä. ÀüÀÛ°ú °°Àº Âü½ÅÇÑ Àü°³°¡ Á» ¾Æ½¬¿ò. Å³¸µÅ¸ÀÓ¿ëÀ¸·Î´Â ¹«³­ÇÏÁö¸¸ ¿ÃÇØ SF ¿µÈ­Áß ½ºÅ¸Æ®·º°°Àº ÀÛÇ°°ú ºñ±³ÇÏ¸é ¸¹ÀÌ ºÎÁ·ÇÑ °Í °°³×¿ä.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,¸ðµÎ´Ù ¿µ¿øºÒ¸êÇÏ°Ú±º,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,°¨µ¶ÀÇ »ó»ó·Â ´ë.´Ü.ÇÏ.´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,Àç¹Õ¾ú³×¿ä...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,¿Í... ÀÌ°Å ¹éÆÛ ¾Ë¹Ù´Ù  ¹«½¼ ±Ù°Åµµ ¾ø°í ÀÌ»óÇÑ ¼Ò¸®¸¦ÇØ.... ¹«½¼ º´°íÄ¡´Â °úÇÐ½Ç·ÂÀ¸·Î ±¸°úÇÐ½Ã´ëÀÇ Ä§ÀÔÀ» ¸ø¸·³Ä°í?? ÀÌ°Ô ¹º ¾ð¹ë·±½º¾ß ¤»¤» ±×·³ sf¿µÈ­´Â ´Ù ¾ðº§·±½º´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,¼Ö±î¸» ¼³±¹¿­Â÷º¸´Ù ¿£µùÀÌ ÁÁ´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,Â¯Àç¹Ô¾î¿ä ¤»¤»¤»¤»¤»¤»ÃßÃµÇÕ´Ï´ç!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,¸Ëµ¥ÀÌ¸ÕÀÌ ³ª¿Â ¿µÈ­¶ó º¼ ¼ö ¹Û¿¡ ¾ø¾ú´Ù. ¾Ë°íº¸¸é ±²ÀåÈ÷ ½½ÇÂ¿µÈ­´Ù. ÀÌ°Íµµ ¼³±¹¿­Â÷¿Í ¸¶Âù°¡Áö·Î »çÈ¸°è±Þ ÀÌ¾ß±â¶ó ÇÒ ¼ö ÀÖ°Ú´Ù. °¡ÁøÀÚ¿Í °¡Áø°Ô ¾ø´Â ÀÚÀÇ À§Ä¡. Â¡±×·¯¿î Àå¸é ¶§¹®¿¡ Ã»ºÒÀÌ µÈ °Í °°Àºµ¥ ¾Æ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,¸ðµç »ç¶÷ÀÌ ¾Ë¹Ù¶ó°í »ý°¢ÇÏÁö´Â ¾ÊÁö¸¸ Ã»¼Ò³â°ü¶÷ºÒ°¡ ¿µÈ­¿¡ °¡Àå ³·Àº Á¡¼ö´ë¸¦ ÁØ 10´ë ÆòÁ¡µéÀº Á» ±×·¸ÀÝ¾Æ?µÎ¹øÂ°·Î ³·Àº ÆòÁ¡À» »Ñ¸° 40´ë ÀÌ»óµµ ³» ÁÖº¯¿¡ º¸¸é 40´ë ÀÌ»ó ºÐµéÁß¿¡ ³×ÀÌ¹ö ·Î±×ÀÎ±îÁö ÇØ¼­ ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,ÀÌÁ¤µµ »ó»ó·ÂÀÌ¸é ÈÇ¸¢ÇÏ´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,º´°íÄ¡´Â ÀÇ·á±â±â´Â ¸¶¹ý¼öÁØÀÌ¸é¼­  ±º»çº¸¿Ï¼öÁØÀº ±×³É ±øÅë¼öÁØ.......³»¿ëµµ ÁøºÎÇÏ°í ±»ÀÌ ÀÜÀÎÇÑ Àå¸éÀº ¾È³Ö¾ú¾îµµ ÁÁ¾ÒÀ»¿µÈ­ÀÓ.....±×¸®°í ¿Ö ¿µÈ­¿¡¼­ ¾ÆÇÁ°í º´µçÀÎÁ¾ÀÌ ÈæÀÎ°ú µ¿³²¾Æ½Ã¾ÆÀÎµé À§ÁÖÀÎÁö,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,±ºµ¥±ºµ¥ ¿¬Ãâ ÂÀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,ÃÊÁß¹Ý±îÁö´Â ´Ò ºí·ÒÄ·ÇÁÀÇ ¸ÀÀÌ ¹¯¾îÀÖ¾úÁö¸¸ ¿µ¿õÀ» Åº»ý½ÃÅ°±â À§ÇØ¼­´Â Èñ»ýÀÌ ÇÊ¿äÇÑ ¹ý,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,¿ª½ÃÀç¹Ì°¡³ª´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,Â¯Àç¹ÌÀÖ´Ù±Ùµ¥ÆòÁ¡ÀÌ¿Ö³·Áö,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,Àç¹ÌÀÖ¾î¿ä. ´Ù¸¥ »ç¶÷µéµµ ³¡³ª°í ÀÏ¾î¼­¸ç Àç¹ÌÀÖ³× ÇÏ°í È¥Àã¸»ÇÏ´øµ¥~¾ïÁö¼³Á¤µµ ¾ø°í °Á Àë³ª°Ô ÆíÇÏ°Ô Áñ±æ¸¸ÇÔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,º¼¸¸ÇÕ´Ï´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,ÃæºÐÈ÷ ÁÁÀº¿µÈ­´Ù. SF/¾×¼Ç ¿µÈ­¿¡ °í¹ÎÇÒ¸¸ÇÑ »çÈ¸¹®Á¦¸¦ Á¦°øÇÑ´Ù. ¹Ì±¹ ½Ã¹ÎµéÀÌ ´õ¿í °ø°¨ÇÒµí.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,Àü Àç¹Õ°Ô ºÃ½À´Ï´Ù¸¸³Ê¹« ¼ö´Ù½º·¯¿î ¾Ç´ç°ú ¾à°£ ¾Æ½¬¿î °á¸»¶§¹®¿¡9Á¡ÀÌ¿ä~~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,Ã³À½¿£ ±äÀå°¨ÀÖ°í ÀÌ·± ¼³Á¤ÀÌ¸é ³»¿ëÀÌ Àß ÀâÇûÀ»°Å¶ó ±â´ëÇß´Âµ¥ µÚ·Î°¥ ¼ö·Ï ±äÀå°¨ÀÌ ¶³¾îÁö°í ³Ê¹« ÀÜÀÎÇß´ø°Å °°´Ù. ±â´ë°¡ ½Ç¸ÁÀ¸·Î ÇÑ¼ø°£¿¡ ¹Ù²¼´ø ¿µÈ­..¤Ì¤Ì,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,8Á¡´ë°¡Àû´çÇÏ³ª ÆòÁ¡ÀÌ³Ê¹« ³·±â¿¡..  ¸ôÀÔ°¨  ÃæºÐÇÏ°í Å©·ç°Å¸¦ º¸´ÂÀç¹Ì¶ÇÇÑ ½ò½ò  ¹è¿ìµéÀÇ ¿¬±âº¯½Åµµ º¼¸¸ÇÏ´Ù  ´Ù¸¸  ±×·¸°Ô »ì°íÀÚ Çß´ø ÁÖÀÎ°øÀÌ ±×·¸°Ô Á×¾î¹ö¸°°Ç.....¸¶Áö¸·À¸·Î ÁÖÀÎ°øÀÌÀÔÀº½´Æ®..±×°ÇµµÀúÈ÷...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,±â´ëÇÏ°í ºÃÁö¸¸ SF¿µÈ­¾Æ´Ï°í ¿¹»óµÇ´Â ½Ã³ª¸®¿ÀÀÇ ¾×¼Ç¿µÈ­¿´À½..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,1Á¡ ÁÖ´Â ³ðµéÀº ³Ê³×°¡ ¿µÈ­¸¸µé¾î¹Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,¿ÍÁøÂ¥¿ÃÇØ³ª¿Â¿µÈ­ÁßÃÖ°í¼öÁØµµ´ëÃ¼¿ÖÆòÁ¡ÀÌÀÌ·±ÁöÀÌÇØ°¡¾È°¡³×,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,8Á¡ ¾Æ·¡´Â ÀüºÎ ¾Ë¹Ù¼¼³¢µé.. ÁøÂ¥ Àç¹ÌÀÖ´Â ¿µÈ­ÆòÁ¡ Á¶ÀÛÁ» Àû´çÈ÷ ÇØ¶ó ¾²·¹±â ¿µÈ­ ¾Ë¹Ùµé¾Æ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,Áö±ÝºÃ´Âµ¥Çõ¸íÀº ÀÌ·±°Å´Ù¶ó°í´À²»´Ù¼³±¹Àº   ¾²·¡±â¶ó´Â°É Áö±Ýº¸°í  »ç¶÷ÀÇ Çõ¸íÀÌ ÀÌ·±°ÅÁö  ¼³±¹Ã³·³ Ã¶ÇÐ Çõ¸íÀº °³³ªÁà¹ö·Á  ¾Æ ´«¹°ÀÌ¿Ö Èå¸£³Ä  ´­¹°ÀÌ³ª Èñ»ýÀÌ¶õ »ç¶÷ÀÇÇõ¸í  ¸ÚÁö°í  ±âºÐÁÁ³×¿ä,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,¹º°¡ ÀÇ¹Ì°¡ ÀÖ´Â ¿µÈ­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,¾Æ ¼Ö±î ¿ÃÇØ sfÁß¿¡´Â ½ºÅ¸Æ®·º ´ÙÀ½Á¤µµ´Â µÈ´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,ÀÎ·ùÀÇ ÁÖÀÎÀº ±×µéÀÌ ¾Æ´Ï¶ó ¿ì¸®¸ðµÎ¶õ »ç½ÇÀ» Á÷½ÃÇØÁÖ´Â Á¤¸» ¸ÚÁø¿µÈ­ÀÔ´Ï´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,±¤ÁÖ Æøµµ = ¼¼±Ý ¾È³»´Â ³ëÁ¡»ó = ¼³±¹¿­Â÷ ²¿¸®Ä­ = »ìÀÎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,³× ½ÃÀÛÀº Ã¢´ëÇÏ¿³À¸µÇ ±× ³¡Àº ºí·ÒÄ·ÇÁ »ÍÀÌ¼¼È¿~!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,¾×¼Ç½Åµî Àå¸é ÇÏ³ªÇÏ³ª´Â ³ª»ÚÁö¾Ê¾ÒÁö¸¸ ÀÌ¾ß±â¸¦ Àü°³´Â µÚÁ×¹ÚÁ×... ¿¤¸®½Ã¿òÀÌ¶õ Á¦¸ñº¸´Ù Áö±¸Å»ÃâÀÌ¶ó°í Á¦¸ñÇÏ´Â°Ô ´õ ³´°Ú´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,SF¸¦ º¸´Â ÀÌÀ¯°¡ Ã¢ÀÇ¼º°ú ½Ã°¢È¿°ú ¶§¹®ÀÌ¸é,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,SF¸¦ ±â´ëÇÏ°í ºÃÀ¸³ª ÇØ¹¬Àº ¾×¼ÇÈ÷¾î·Î¹°+µå¶ó¸¶¸¸ ºÃ´Ù...¸Þ½ÃÁö¸¦ ¶°³ª Áö·çÇÔ ¶§¹®¿¡ ÈÄÇÑÆòÁ¡Àº ÁÙ¼ö°¡ ¾ø°Ú´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,ÀüÀÛ¸¸Å­ÀÇ ÀÓÆÑÆ®´Â ºÎÁ·ÇÏÁö¸¸ Ç¥°ªÀº ÃæºÐÈ÷ ÇÑ´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,´Ü¼øÀÌ Àç¹Ì¿Í Áñ±æ¸ñÀûÀ¸·Î¸¸ ¿µÈ­¸¦ º»´Ù¸é 'Àº¹ÐÇÏ°Ô À§´ëÇÏ°Ô'º¸´Ù´Â ÈÎ¾À Àç¹Õ´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,¼ÒÀç´Â Á¤¸» 10Á¡ÀÎµ¥ °³¿¬¼ºÀÌ ºÎÁ·ÇÑ °Ô ¾Æ½±´Ù. ¼³±¹¿­Â÷¸¦ Àç¹Õ°Ô º» »ç¶÷ÀÌ¶ó¸é ÀÌ ¿µÈ­µµ Èï¹ÌÁøÁø ÇÒ µí.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,Çö½Ç¿¡ ´ëÇÑ Ç³ÀÚ°¡ °÷°÷¿¡,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,½ºÄÉÀÏ Å©°í Àç¹Õ¾ú½À´Ï´Ù µµÁß¿¡ ¾à°£ Áö·çÇÑ ºÎºÐµµ ¾øÁö¾Ê¾ÒÁö¸¸  ±×·¡µµ Àç¹Õ¾ú¾î¿ä~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,µðÅ×ÀÏÀÌ³ª ½ºÄÉÀÏ °³¿¬¼ºÀÌ Á» ¶³¾îÁö´Â°Ô ¾Æ½±³×. ÀüÃ¼ÀûÀ¸·Ð ¹ú¸¸Çßµû,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,not bad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,ÇüÀº   µµ¸¶À§¿¡ »ý¼±Ã³·³ ÆÈµü¶Ù¾ú´Ù¸é   µ¿»ýÀº ¼Ò±ØÀûÀÌ°í´Ü¾ÆÇØÁ³³×,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,°¨µ¶ÀÌ ÀüÀÛÀÇ ¸í¼º¿¡ ºÎ´ã°¨À» ´À³¤°ÍÀÎ°¡. 5Á¡ Á¶Â÷ °¨µ¶ÀÇ ÀÌ¸§ °ªÀÌ´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,Á¤¸»Àë³²..´Ü ÆÛ½ÃÇÈ¸²ÀÌ³ª ´ÙÀÌÇÏµåÃ³·³ ¾×¼Ç¸¸ ¿øÇÏ´Â»ç¶÷Àº º¸Áö¸¶½Ã±æ..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,8Á¡Àº µÇ¾ßÇÑ´Ù°í »ý°¢ÇÏ´Â´ë ¾Æ½±³×¿ä!! ¿µÈ­´Â Èï¹Ì ÁøÁø ÇÏ¿´À¸³ª... Áß°£ Áß°£ ³»¿ë º¸ÃæÀÌ ¾Æ½±¿ö¿ä...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,´Ù»ì°ÔÇØÁÖ¸é. Áö±¸´Â  ¾îÂ¿°Çµ¥,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,¼³±¹¿­Â÷°¡ ÈÎÁ¶À¸´Ù¤·¤Ó¿µÈ­ ÁøÂ¥ ³ë³ë³ë,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,À½.. ¼ÖÁ÷È÷ Ä³½ºÆÃ¿¡ ºñÇØ ½ºÅä¸®°¡ µþ¸°°Ç ¸Â´Âµí..½ºÄ³³Ê´Â Á¤¸» Â¯!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,¹Ï°íº¸´Â °¨µ¶´Ô,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,¸Ëµ¥ÀÌ¸ÕÀÌÀð³Ê ¤¾,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,ÀëÀÕ´Ù¢¾,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,´õµµ¸»°í ´úµµ¸»°í 7Á¡,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,Àç¹Õ°Ô Àßº½.½ºÅä¸®µµ ±¦Âú°í º¼°Å¸®µµ Á» ÀÖ°í.Æ®·£½ºÆ÷¸Ó°°Àº ¿µÈ­¾Æ´Ô^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,¾ïÁö°¨µ¿ Å³¸µÅ¸ÀÓ¿ë ¿µÈ­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,µü ±â´ëÇÑ ¸¸Å­ ¸¸Á·ÇÏ³×¿ä.Âü½ÅÇÑ ¼¼°è°üÀ» ¹«³­ÇÑ ½ºÅä¸®°¡ ¸ÁÄ£ ´À³¦ÀÌ¶ó ¾Æ½¬¿ü½À´Ï´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,¿À¶ô¿µÈ­·Î  Àç¹ÌÀÖ°Ô ºÃ¾î¿ä,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,±â´ë ÀÌ»óÀÇ ¼öÀÛ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,Àç¹Õ´Ù.........................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,¸Ëµ¥ÀÌ¸ÕÀÌ¶õ ¹è¿ì°¡ ¾Æ±õ´Ù. ÁÖÀÎ°øÀÇ Á¤Ã¼¼ºÀÌ ¸ðÈ£ÇÔ. ¾îÂ¼´Ù ¿µ¿õµÇ¾ú³×..?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,³­ Àç¹Õ´øµ¥ ¾×¼Çµµ ¼³Á¤µµ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,³»°¡ ¿ö³« ¿¡½º¿¡ÇÁ ¿µÈ­¸¦ Àß ¾Èº¸´Âµ¥ ÀÌ°Ç ÀëÀÖ°Ôº½.. °°ÀÌ º» »ç¶÷Àº º°·Î¿´´ÙÇÔ¤»,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,Àú´Â °³ÀÎÀûÀ¸·Î µð½ºÆ®¸¯Æ®9µµ Àç¹Õ°ÔºÃ¾î¼­ ÀÌ¹ø¿¡µµ Àç¹Õ°ÔºÃ´Âµ¥ ÁÖº¯ºÐµéÀÌ Àç¹Ì¾ø´Ù º¸ÅëÀÌ´Ù Àç¹ÌÀÖ¾ú´Ù ¸¹ÀÌ °¥¸®´Â°Å°«³×¿ä!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,»ý°¢º¸´Ù´Â ±¦Âú¾Ò½À´Ï´Ù. ¾×¼ÇÀ» ±â´ëÇÏ¸é ±×´Ú ÀÏÅÙµ¥ ¿©·¯°¡Áö »ý°¢À» ¸¹ÀÌ  ÇÏ°Ô ÇÑ ¿µÈ­¿´¾î¿ä... ÀÌ»óÇÏ°Ô ¿µÈ­º¸´Âµ¥ ÁÖÀÎ°øÀÇ Çö½ÇÀÌ Âü ½½ÇÁ´õ±º¿ä,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,ÁÁ¾Ò¾î¿ä,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,¼³Á¤ »çÀÌ¿¡¼­ ÈåÁöºÎÁö,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,¿©ÁÖÀÎ°ø°úÀÇ °³¿¬¼º µûÀ§µµ ¾ø°í °©ÀÚ±â ¿µ¿õÀÌ µÇ´Â ÁÖÀÎ°øµµ ±×·¸°í Å« ¸Þ¼¼Áö ÀüÇÏ·Á°í Ä³¸¯ÅÍ °£ÀÇ ¹¦»ç µûÀ§°¡ ¾ø´Â ¿µÈ­º¼²¨´Â 13³âµµ Ä¡°í Àß ¸¸µç CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,´Ò ºí·ÒÄ·ÇÁ °¨µ¶¿µÈ­ Áß¿¡ Á© º°·Î¿´´Ù ^^;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,°Ì³ª Àç¹ÔÀ½ °­·Â ÃßÃµ ¤»¤»,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,Âü½ÅÇÑ ¼ÒÀç¶ó¼­ ¸ôÀÔµµ°¡ ³ô°í,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,´Ò ºí·ëÄ·ÇÁ °¨µ¶ ¿µÈ­´Â »ó´çÈ÷ Èï¹Ì·Ó°í ¾×¼Ç¿µ»ó¹Ì°¡ ¾ÆÁÖ ÁÁ´Ù. ¿¤¸®½Ã¿òÀº »ó´çÈ÷ ±×·²µíÇÑ ¼ÒÀç¿¡ »ó´çÇÑ ¾×¼Ç ¿µ»ó¹Ì°¡ ÀÖ´Â ¼öÀÛÀÌ´Ù.ÀÌ°¨µ¶ÀÇ ¿µÈ­ ¿¤¸®½Ã¿ò,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,¿Í ¸¶Áö¸·¿¡ ¿¤¸®½Ã¿òÀÇ »õ·Î¿î ÁÖÀÎÀÌ ´©±¸°Ô? ¸ÚÁö´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,µþÀ» ÁöÅ°·Á´Â ¾ö¸¶¿Í ¸äµ¥ÀÌ¸ÕÀÇ ¾×¼Ç¿¬±â°¡ ³¡³»Áá¾î¿ä!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,¾ÆÁÖ ±¦ÂúÀº ¿µÈ­³×¿ä~¸Þ¼¼Áöµµ ÀÕ°í ±äÀåÇÏ¸é¼­ ½Ã°£ °¡´ÂÁÙ ¸ð¸£°í º½.ÈÄÈ¸ÇÏÁö ¾ÊÀ»°Ì´Ï´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,¼£Åä ÄÚÇÃ¸® ¹ßÀ½ÀÌ °Å½½¸°´Ù°í...?? ±× Æ¯À¯ ¹ßÀ½ ³Ê¹« ÁÁ¾Æ¼­ º¸´Â°Çµ¥...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,¸Å¿ìÀç¹ÌÀÖ´ÙÀç¹Õ´ÙÀç¹Õ´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,¿¤¸®½Ã¿ò¿£ ¸ðµç°Ô ÀÖÁö¸¸ ´ë°øÆ÷´Â ¾ø¾î¼­ Áö±¸¿¡ ÀÖ´Â ¿ä¿øÀÌ 90mm¸¦ ½÷¾ßÇÑ´Ù´Ï. ¿µÈ­´Â Àç¹ÕÀ½,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,¸Ëµ¥ÀÌ¸Õ¸¶Àú Áö¿ö¹ö¸° Áßµ¶¼º °­ÇÑ ¼£Åä ÄÚÇÃ¸®ÀÇ ¿¬±â.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
